PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent,PrevDate,NextDate,PrevH,NextH,PrevD[BTC-USD][O],PrevD[BTC-USD][H],PrevD[BTC-USD][L],PrevD[BTC-USD][C],NextD[BTC-USD][O],NextD[BTC-USD][H],NextD[BTC-USD][L],NextD[BTC-USD][C],CurrD[BTC-USD][O],CurrD[BTC-USD][H],CurrD[BTC-USD][L],CurrD[BTC-USD][C],PrevH[BTC-USD][O],PrevH[BTC-USD][H],PrevH[BTC-USD][L],PrevH[BTC-USD][C],NextH[BTC-USD][O],NextH[BTC-USD][H],NextH[BTC-USD][L],NextH[BTC-USD][C],CurrH[BTC-USD][O],CurrH[BTC-USD][H],CurrH[BTC-USD][L],CurrH[BTC-USD][C]
2023-11-01,18:00,USD,FOMC Statement,,,,USD-FOMC Statement,2023-10-31,2023-11-02,17:00,19:00,34500.078125,34719.25390625,34083.30859375,34667.78125,35441.578125,35919.84375,34401.57421875,34938.2421875,34657.2734375,35527.9296875,34170.69140625,35437.25390625,34472.26171875,34526.92578125,34388.25390625,34511.65234375,34598.875,34709.5546875,34520.13671875,34555.45703125,34519.48046875,34721.26953125,34460.5625,34623.85546875
2023-11-01,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision,2023-10-31,2023-11-02,17:00,19:00,34500.078125,34719.25390625,34083.30859375,34667.78125,35441.578125,35919.84375,34401.57421875,34938.2421875,34657.2734375,35527.9296875,34170.69140625,35437.25390625,34472.26171875,34526.92578125,34388.25390625,34511.65234375,34598.875,34709.5546875,34520.13671875,34555.45703125,34519.48046875,34721.26953125,34460.5625,34623.85546875
2023-11-01,18:30,USD,FOMC Press Conference,,,,USD-FOMC Press Conference,2023-10-31,2023-11-02,18:00,19:00,34500.078125,34719.25390625,34083.30859375,34667.78125,35441.578125,35919.84375,34401.57421875,34938.2421875,34657.2734375,35527.9296875,34170.69140625,35437.25390625,34519.48046875,34721.26953125,34460.5625,34623.85546875,34598.875,34709.5546875,34520.13671875,34555.45703125,,,,
2023-11-02,12:30,USD,Initial Jobless Claims,217000.0,210000.0,212000.0,USD-Initial Jobless Claims,2023-11-01,2023-11-03,12:00,13:00,34657.2734375,35527.9296875,34170.69140625,35437.25390625,34942.47265625,34942.47265625,34133.44140625,34732.32421875,35441.578125,35919.84375,34401.57421875,34938.2421875,35393.2265625,35468.48046875,35342.1796875,35384.0859375,35369.76953125,35384.03125,34888.97265625,34968.9140625,,,,
2023-11-03,12:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.003,USD-Average Hourly Earnings (MoM) ,2023-11-02,2023-11-04,12:00,13:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34188.16015625,34387.96484375,34188.16015625,34354.89453125,34430.3515625,34577.4453125,34360.29296875,34577.4453125,,,,
2023-11-03,12:30,USD,Nonfarm Payrolls ,150000.0,180000.0,297000.0,USD-Nonfarm Payrolls ,2023-11-02,2023-11-04,12:00,13:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34188.16015625,34387.96484375,34188.16015625,34354.89453125,34430.3515625,34577.4453125,34360.29296875,34577.4453125,,,,
2023-11-03,12:30,USD,Unemployment Rate ,0.039,0.038,0.038,USD-Unemployment Rate ,2023-11-02,2023-11-04,12:00,13:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34188.16015625,34387.96484375,34188.16015625,34354.89453125,34430.3515625,34577.4453125,34360.29296875,34577.4453125,,,,
2023-11-03,13:45,USD,S&P Global Services PMI ,50.6,50.9,50.1,USD-S&P Global Services PMI ,2023-11-02,2023-11-04,13:00,14:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34430.3515625,34577.4453125,34360.29296875,34577.4453125,34591.21484375,34752.55078125,34553.328125,34709.6015625,,,,
2023-11-03,14:00,USD,ISM Non-Manufacturing PMI ,51.8,53.0,53.6,USD-ISM Non-Manufacturing PMI ,2023-11-02,2023-11-04,13:00,15:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34430.3515625,34577.4453125,34360.29296875,34577.4453125,34754.890625,34853.45703125,34754.890625,34817.296875,34591.21484375,34752.55078125,34553.328125,34709.6015625
2023-11-03,14:00,USD,ISM Non-Manufacturing Prices ,58.6,56.6,58.9,USD-ISM Non-Manufacturing Prices ,2023-11-02,2023-11-04,13:00,15:00,35441.578125,35919.84375,34401.57421875,34938.2421875,34736.32421875,35256.03125,34616.69140625,35082.1953125,34942.47265625,34942.47265625,34133.44140625,34732.32421875,34430.3515625,34577.4453125,34360.29296875,34577.4453125,34754.890625,34853.45703125,34754.890625,34817.296875,34591.21484375,34752.55078125,34553.328125,34709.6015625
2023-11-08,7:00,EUR,German CPI (MoM) ,0.0,0.0,0.003,EUR-German CPI (MoM) ,2023-11-07,2023-11-09,06:00,08:00,35047.79296875,35892.41796875,34545.81640625,35443.5625,35633.6328125,37926.2578125,35592.1015625,36693.125,35419.4765625,35994.41796875,35147.80078125,35655.27734375,35273.75,35315.49609375,35193.12109375,35299.05859375,35238.7421875,35332.75390625,35219.17578125,35298.6875,,,,
2023-11-08,14:15,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2023-11-07,2023-11-09,14:00,15:00,35047.79296875,35892.41796875,34545.81640625,35443.5625,35633.6328125,37926.2578125,35592.1015625,36693.125,35419.4765625,35994.41796875,35147.80078125,35655.27734375,35413.03125,35439.63671875,35280.21484375,35320.2109375,35326.25390625,35326.25390625,35147.80078125,35224.5859375,,,,
2023-11-08,18:00,USD,10-Year Note Auction,0.045,,0.046,USD-10-Year Note Auction,2023-11-07,2023-11-09,17:00,19:00,35047.79296875,35892.41796875,34545.81640625,35443.5625,35633.6328125,37926.2578125,35592.1015625,36693.125,35419.4765625,35994.41796875,35147.80078125,35655.27734375,35403.234375,35419.5859375,35240.25390625,35311.88671875,35597.62109375,35745.7109375,35553.0546875,35658.39453125,35314.9609375,35624.33203125,35294.09375,35591.23828125
2023-11-09,13:30,USD,Initial Jobless Claims,217000.0,215000.0,220000.0,USD-Initial Jobless Claims,2023-11-08,2023-11-10,13:00,14:00,35419.4765625,35994.41796875,35147.80078125,35655.27734375,36702.25,37493.80078125,36362.75390625,37313.96875,35633.6328125,37926.2578125,35592.1015625,36693.125,36900.5,37171.15625,36858.33984375,37171.15625,37182.7265625,37926.2578125,37182.7265625,37868.8125,,,,
2023-11-09,18:00,USD,30-Year Bond Auction,0.048,,0.048,USD-30-Year Bond Auction,2023-11-08,2023-11-10,17:00,19:00,35419.4765625,35994.41796875,35147.80078125,35655.27734375,36702.25,37493.80078125,36362.75390625,37313.96875,35633.6328125,37926.2578125,35592.1015625,36693.125,36378.30078125,36671.4765625,36014.95703125,36671.4765625,36368.90234375,36430.8671875,36172.02734375,36365.09375,36632.0234375,36632.0234375,36337.7578125,36413.265625
2023-11-09,19:00,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2023-11-08,2023-11-10,18:00,20:00,35419.4765625,35994.41796875,35147.80078125,35655.27734375,36702.25,37493.80078125,36362.75390625,37313.96875,35633.6328125,37926.2578125,35592.1015625,36693.125,36632.0234375,36632.0234375,36337.7578125,36413.265625,36384.71875,36573.71484375,36153.10546875,36571.9609375,36368.90234375,36430.8671875,36172.02734375,36365.09375
2023-11-14,13:30,USD,Core CPI (MoM) ,0.002,0.003,0.003,USD-Core CPI (MoM) ,2023-11-13,2023-11-15,13:00,14:00,37070.3046875,37405.1171875,36399.60546875,36502.35546875,35548.11328125,37964.89453125,35383.78125,37880.58203125,36491.7890625,36753.3515625,34948.5,35537.640625,36361.4921875,36647.72265625,36361.4921875,36546.9765625,36524.1875,36693.16796875,36487.9921875,36602.26953125,,,,
2023-11-14,13:30,USD,CPI (YoY) ,0.032,0.033,0.037,USD-CPI (YoY) ,2023-11-13,2023-11-15,13:00,14:00,37070.3046875,37405.1171875,36399.60546875,36502.35546875,35548.11328125,37964.89453125,35383.78125,37880.58203125,36491.7890625,36753.3515625,34948.5,35537.640625,36361.4921875,36647.72265625,36361.4921875,36546.9765625,36524.1875,36693.16796875,36487.9921875,36602.26953125,,,,
2023-11-14,13:30,USD,CPI (MoM) ,0.0,0.001,0.004,USD-CPI (MoM) ,2023-11-13,2023-11-15,13:00,14:00,37070.3046875,37405.1171875,36399.60546875,36502.35546875,35548.11328125,37964.89453125,35383.78125,37880.58203125,36491.7890625,36753.3515625,34948.5,35537.640625,36361.4921875,36647.72265625,36361.4921875,36546.9765625,36524.1875,36693.16796875,36487.9921875,36602.26953125,,,,
2023-11-15,13:30,USD,Core Retail Sales (MoM) ,0.001,-0.002,0.008,USD-Core Retail Sales (MoM) ,2023-11-14,2023-11-16,13:00,14:00,36491.7890625,36753.3515625,34948.5,35537.640625,37879.98046875,37934.625,35545.47265625,36154.76953125,35548.11328125,37964.89453125,35383.78125,37880.58203125,36206.265625,36233.89453125,36031.0625,36110.4765625,36108.87890625,36221.68359375,36046.4296875,36119.6484375,,,,
2023-11-15,13:30,USD,PPI (MoM) ,-0.005,0.001,0.004,USD-PPI (MoM) ,2023-11-14,2023-11-16,13:00,14:00,36491.7890625,36753.3515625,34948.5,35537.640625,37879.98046875,37934.625,35545.47265625,36154.76953125,35548.11328125,37964.89453125,35383.78125,37880.58203125,36206.265625,36233.89453125,36031.0625,36110.4765625,36108.87890625,36221.68359375,36046.4296875,36119.6484375,,,,
2023-11-15,13:30,USD,Retail Sales (MoM) ,-0.001,-0.003,0.009,USD-Retail Sales (MoM) ,2023-11-14,2023-11-16,13:00,14:00,36491.7890625,36753.3515625,34948.5,35537.640625,37879.98046875,37934.625,35545.47265625,36154.76953125,35548.11328125,37964.89453125,35383.78125,37880.58203125,36206.265625,36233.89453125,36031.0625,36110.4765625,36108.87890625,36221.68359375,36046.4296875,36119.6484375,,,,
2023-11-15,15:29,USD,Crude Oil Inventories,13869000.0,,774000.0,USD-Crude Oil Inventories,2023-11-14,2023-11-16,15:00,16:00,36491.7890625,36753.3515625,34948.5,35537.640625,37879.98046875,37934.625,35545.47265625,36154.76953125,35548.11328125,37964.89453125,35383.78125,37880.58203125,36124.1796875,36389.1640625,36124.1796875,36389.1640625,36401.59375,36526.3125,36312.140625,36386.2734375,,,,
2023-11-15,15:30,USD,Crude Oil Inventories,3600000.0,1793000.0,13869000.0,USD-Crude Oil Inventories,2023-11-14,2023-11-16,15:00,16:00,36491.7890625,36753.3515625,34948.5,35537.640625,37879.98046875,37934.625,35545.47265625,36154.76953125,35548.11328125,37964.89453125,35383.78125,37880.58203125,36124.1796875,36389.1640625,36124.1796875,36389.1640625,36401.59375,36526.3125,36312.140625,36386.2734375,,,,
2023-11-16,13:30,USD,Initial Jobless Claims,231000.0,220000.0,218000.0,USD-Initial Jobless Claims,2023-11-15,2023-11-17,13:00,14:00,35548.11328125,37964.89453125,35383.78125,37880.58203125,36164.82421875,36704.484375,35901.234375,36596.68359375,37879.98046875,37934.625,35545.47265625,36154.76953125,37137.6484375,37163.8359375,36748.19140625,36793.05859375,36785.63671875,36851.70703125,36518.19921875,36758.56640625,,,,
2023-11-16,13:30,USD,Philadelphia Fed Manufacturing Index ,-5.9,-9.0,-9.0,USD-Philadelphia Fed Manufacturing Index ,2023-11-15,2023-11-17,13:00,14:00,35548.11328125,37964.89453125,35383.78125,37880.58203125,36164.82421875,36704.484375,35901.234375,36596.68359375,37879.98046875,37934.625,35545.47265625,36154.76953125,37137.6484375,37163.8359375,36748.19140625,36793.05859375,36785.63671875,36851.70703125,36518.19921875,36758.56640625,,,,
2023-11-17,10:00,EUR,CPI (YoY) ,0.029,0.029,0.043,EUR-CPI (YoY) ,2023-11-16,2023-11-18,09:00,11:00,37879.98046875,37934.625,35545.47265625,36154.76953125,36625.37109375,36839.28125,36233.3125,36585.703125,36164.82421875,36704.484375,35901.234375,36596.68359375,36402.578125,36441.97265625,36274.3515625,36303.8515625,36368.1015625,36462.83984375,36345.0390625,36392.27734375,36314.77734375,36355.2109375,36169.28125,36355.2109375
2023-11-21,15:00,USD,Existing Home Sales ,3790000.0,3900000.0,3950000.0,USD-Existing Home Sales ,2023-11-20,2023-11-22,14:00,16:00,37374.07421875,37756.8203125,36882.53125,37476.95703125,35756.5546875,37856.98046875,35670.97265625,37432.33984375,37469.16015625,37631.140625,35813.8125,35813.8125,37019.69921875,37019.69921875,36522.72265625,36580.31640625,36991.33984375,37254.83203125,36829.63671875,37185.70703125,36624.859375,37177.76171875,36291.8203125,36994.50390625
2023-11-21,19:00,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2023-11-20,2023-11-22,18:00,20:00,37374.07421875,37756.8203125,36882.53125,37476.95703125,35756.5546875,37856.98046875,35670.97265625,37432.33984375,37469.16015625,37631.140625,35813.8125,35813.8125,36917.78515625,36974.8359375,36747.6796875,36906.8515625,36983.9453125,37167.1015625,36866.1328125,36963.56640625,36901.9609375,37109.39453125,36779.96875,36991.43359375
2023-11-22,13:30,USD,Durable Goods Orders (MoM) ,-0.054,-0.031,0.04,USD-Durable Goods Orders (MoM) ,2023-11-21,2023-11-23,13:00,14:00,37469.16015625,37631.140625,35813.8125,35813.8125,37420.43359375,37643.91796875,36923.86328125,37289.62109375,35756.5546875,37856.98046875,35670.97265625,37432.33984375,36570.01171875,36636.59765625,36478.265625,36629.6640625,36619.09375,36655.0859375,36308.77734375,36407.57421875,,,,
2023-11-22,13:30,USD,Initial Jobless Claims,209000.0,225000.0,233000.0,USD-Initial Jobless Claims,2023-11-21,2023-11-23,13:00,14:00,37469.16015625,37631.140625,35813.8125,35813.8125,37420.43359375,37643.91796875,36923.86328125,37289.62109375,35756.5546875,37856.98046875,35670.97265625,37432.33984375,36570.01171875,36636.59765625,36478.265625,36629.6640625,36619.09375,36655.0859375,36308.77734375,36407.57421875,,,,
2023-11-22,15:30,USD,Crude Oil Inventories,8701000.0,1160000.0,3592000.0,USD-Crude Oil Inventories,2023-11-21,2023-11-23,15:00,16:00,37469.16015625,37631.140625,35813.8125,35813.8125,37420.43359375,37643.91796875,36923.86328125,37289.62109375,35756.5546875,37856.98046875,35670.97265625,37432.33984375,36399.73046875,36615.875,36255.28515625,36468.26171875,36493.75390625,36578.58984375,36397.3046875,36450.00390625,,,,
2023-11-24,7:00,EUR,German GDP (QoQ) ,-0.001,-0.001,0.0,EUR-German GDP (QoQ) ,2023-11-23,2023-11-25,06:00,08:00,37420.43359375,37643.91796875,36923.86328125,37289.62109375,37721.4140625,37892.4296875,37617.41796875,37796.79296875,37296.31640625,38415.33984375,37261.60546875,37720.28125,37430.24609375,37430.24609375,37376.29296875,37384.94921875,37538.23046875,37562.015625,37434.2890625,37442.54296875,,,,
2023-11-24,14:45,USD,S&P Global US Manufacturing PMI ,49.4,49.8,50.0,USD-S&P Global US Manufacturing PMI ,2023-11-23,2023-11-25,14:00,15:00,37420.43359375,37643.91796875,36923.86328125,37289.62109375,37721.4140625,37892.4296875,37617.41796875,37796.79296875,37296.31640625,38415.33984375,37261.60546875,37720.28125,37769.2265625,37809.09765625,37637.98046875,37799.4140625,37803.140625,38415.33984375,37799.32421875,38203.79296875,,,,
2023-11-24,14:45,USD,S&P Global Services PMI ,50.8,50.4,50.6,USD-S&P Global Services PMI ,2023-11-23,2023-11-25,14:00,15:00,37420.43359375,37643.91796875,36923.86328125,37289.62109375,37721.4140625,37892.4296875,37617.41796875,37796.79296875,37296.31640625,38415.33984375,37261.60546875,37720.28125,37769.2265625,37809.09765625,37637.98046875,37799.4140625,37803.140625,38415.33984375,37799.32421875,38203.79296875,,,,
2023-11-27,15:00,USD,New Home Sales ,679000.0,721000.0,719000.0,USD-New Home Sales ,2023-11-26,2023-11-28,14:00,16:00,37796.828125,37820.30078125,37162.75,37479.12109375,37247.9921875,38368.48046875,36891.08984375,37831.0859375,37454.19140625,37559.35546875,36750.12890625,37254.16796875,36949.31640625,36998.71484375,36760.05078125,36783.625,36756.55859375,37079.65625,36750.12890625,37058.9375,36793.984375,37041.37109375,36790.35546875,36790.35546875
2023-11-28,15:00,USD,CB Consumer Confidence ,102.0,101.0,99.1,USD-CB Consumer Confidence ,2023-11-27,2023-11-29,14:00,16:00,37454.19140625,37559.35546875,36750.12890625,37254.16796875,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37247.9921875,38368.48046875,36891.08984375,37831.0859375,37423.76953125,37456.5234375,37361.9921875,37402.61328125,37533.36328125,37931.51171875,37533.36328125,37855.88671875,37386.73046875,37555.09765625,37335.0,37534.4375
2023-11-29,13:00,EUR,German CPI (MoM) ,-0.004,-0.002,0.0,EUR-German CPI (MoM) ,2023-11-28,2023-11-30,12:00,14:00,37247.9921875,38368.48046875,36891.08984375,37831.0859375,37861.1171875,38141.75390625,37531.140625,37712.74609375,37826.10546875,38366.11328125,37612.6328125,37858.4921875,38124.4765625,38290.4375,38073.90234375,38210.25390625,38139.0859375,38188.4375,37811.296875,37844.9921875,38193.6875,38260.9765625,38127.5625,38152.75390625
2023-11-29,13:30,USD,GDP (QoQ) ,0.052,0.049,0.021,USD-GDP (QoQ) ,2023-11-28,2023-11-30,13:00,14:00,37247.9921875,38368.48046875,36891.08984375,37831.0859375,37861.1171875,38141.75390625,37531.140625,37712.74609375,37826.10546875,38366.11328125,37612.6328125,37858.4921875,38193.6875,38260.9765625,38127.5625,38152.75390625,38139.0859375,38188.4375,37811.296875,37844.9921875,,,,
2023-11-29,15:30,USD,Crude Oil Inventories,1609000.0,-933000.0,8701000.0,USD-Crude Oil Inventories,2023-11-28,2023-11-30,15:00,16:00,37247.9921875,38368.48046875,36891.08984375,37831.0859375,37861.1171875,38141.75390625,37531.140625,37712.74609375,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37838.95703125,37882.91796875,37627.90625,37841.8671875,37831.71484375,37875.1015625,37666.91796875,37778.88671875,,,,
2023-11-30,10:00,EUR,CPI (YoY) ,0.024,0.027,0.029,EUR-CPI (YoY) ,2023-11-29,2023-12-01,09:00,11:00,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37718.0078125,38954.109375,37629.359375,38688.75,37861.1171875,38141.75390625,37531.140625,37712.74609375,37670.1484375,37739.53515625,37631.16015625,37713.7265625,37694.4921875,37894.203125,37658.9609375,37894.203125,37714.16015625,37768.8515625,37691.5859375,37697.11328125
2023-11-30,13:30,USD,Core PCE Price Index (MoM) ,0.002,0.002,0.003,USD-Core PCE Price Index (MoM) ,2023-11-29,2023-12-01,13:00,14:00,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37718.0078125,38954.109375,37629.359375,38688.75,37861.1171875,38141.75390625,37531.140625,37712.74609375,37883.46875,37952.26171875,37685.1796875,37715.65625,37733.48828125,37767.44140625,37546.296875,37669.953125,,,,
2023-11-30,13:30,USD,Core PCE Price Index (YoY) ,0.035,0.035,0.037,USD-Core PCE Price Index (YoY) ,2023-11-29,2023-12-01,13:00,14:00,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37718.0078125,38954.109375,37629.359375,38688.75,37861.1171875,38141.75390625,37531.140625,37712.74609375,37883.46875,37952.26171875,37685.1796875,37715.65625,37733.48828125,37767.44140625,37546.296875,37669.953125,,,,
2023-11-30,13:30,USD,Initial Jobless Claims,218000.0,220000.0,211000.0,USD-Initial Jobless Claims,2023-11-29,2023-12-01,13:00,14:00,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37718.0078125,38954.109375,37629.359375,38688.75,37861.1171875,38141.75390625,37531.140625,37712.74609375,37883.46875,37952.26171875,37685.1796875,37715.65625,37733.48828125,37767.44140625,37546.296875,37669.953125,,,,
2023-11-30,14:45,USD,Chicago PMI ,55.8,45.4,44.0,USD-Chicago PMI ,2023-11-29,2023-12-01,14:00,15:00,37826.10546875,38366.11328125,37612.6328125,37858.4921875,37718.0078125,38954.109375,37629.359375,38688.75,37861.1171875,38141.75390625,37531.140625,37712.74609375,37733.48828125,37767.44140625,37546.296875,37669.953125,37657.72265625,37725.625,37531.140625,37588.26953125,,,,
2023-12-01,14:45,USD,S&P Global US Manufacturing PMI ,49.4,49.4,50.0,USD-S&P Global US Manufacturing PMI ,2023-11-30,2023-12-02,14:00,15:00,37861.1171875,38141.75390625,37531.140625,37712.74609375,38689.27734375,39678.9375,38652.59375,39476.33203125,37718.0078125,38954.109375,37629.359375,38688.75,38368.54296875,38388.41015625,38249.33984375,38339.34375,38335.13671875,38442.6484375,38296.52734375,38421.765625,,,,
