combined,Open,High,Low,Close
2022-09-01 12:00,,,,
2022-09-01 13:00,,,,
2022-09-01 13:00,,,,
2022-09-01 13:00,,,,
2022-09-02 12:00,,,,
2022-09-02 12:00,,,,
2022-09-02 12:00,,,,
2022-09-06 13:00,,,,
2022-09-06 13:00,,,,
2022-09-06 13:00,,,,
2022-09-08 12:00,,,,
2022-09-08 12:00,,,,
2022-09-08 12:00,,,,
2022-09-08 12:00,,,,
2022-09-08 13:00,,,,
2022-09-08 14:00,,,,
2022-09-12 16:00,,,,
2022-09-13 05:00,,,,
2022-09-13 12:00,,,,
2022-09-13 12:00,,,,
2022-09-13 12:00,,,,
2022-09-13 17:00,,,,
2022-09-14 12:00,,,,
2022-09-14 14:00,,,,
2022-09-15 12:00,,,,
2022-09-15 12:00,,,,
2022-09-15 12:00,,,,
2022-09-15 12:00,,,,
2022-09-16 08:00,,,,
2022-09-21 13:00,,,,
2022-09-21 14:00,,,,
2022-09-21 17:00,,,,
2022-09-21 17:00,,,,
2022-09-21 17:00,,,,
2022-09-21 18:00,,,,
2022-09-22 12:00,,,,
2022-09-23 13:00,,,,
2022-09-23 13:00,,,,
2022-09-23 17:00,,,,
2022-09-27 12:00,20256.826171875,20338.455078125,20236.46875,20296.447265625
2022-09-27 13:00,20287.6484375,20302.642578125,20148.33203125,20196.318359375
2022-09-27 13:00,20287.6484375,20302.642578125,20148.33203125,20196.318359375
2022-09-28 14:00,19140.572265625,19422.515625,19084.798828125,19370.775390625
2022-09-28 14:00,19140.572265625,19422.515625,19084.798828125,19370.775390625
2022-09-29 11:00,19455.884765625,19506.361328125,19412.38671875,19484.671875
2022-09-29 12:00,19483.26171875,19483.26171875,19209.78125,19227.494140625
2022-09-29 12:00,19483.26171875,19483.26171875,19209.78125,19227.494140625
2022-09-30 08:00,19570.18359375,19600.75,19536.20703125,19600.75
2022-09-30 12:00,19440.322265625,19460.140625,19269.814453125,19302.990234375
2022-09-30 12:00,19440.322265625,19460.140625,19269.814453125,19302.990234375
2022-09-30 13:00,19303.05859375,19440.919921875,19265.662109375,19440.919921875
2022-10-03 13:00,19248.744140625,19310.537109375,19184.125,19194.509765625
2022-10-03 13:00,19248.744140625,19310.537109375,19184.125,19194.509765625
2022-10-03 13:00,19248.744140625,19310.537109375,19184.125,19194.509765625
2022-10-04 13:00,19965.02734375,20090.91796875,19965.02734375,20086.546875
2022-10-05 12:00,20033.107421875,20056.212890625,20008.80859375,20036.9375
2022-10-05 13:00,20036.4296875,20036.724609375,19872.755859375,19914.13671875
2022-10-05 13:00,20036.4296875,20036.724609375,19872.755859375,19914.13671875
2022-10-05 13:00,20036.4296875,20036.724609375,19872.755859375,19914.13671875
2022-10-05 14:00,19914.625,19914.625,19801.80078125,19894.6484375
2022-10-06 12:00,20235.689453125,20294.390625,20208.341796875,20208.341796875
2022-10-07 12:00,19998.166015625,20026.64453125,19605.328125,19637.3203125
2022-10-07 12:00,19998.166015625,20026.64453125,19605.328125,19637.3203125
2022-10-07 12:00,19998.166015625,20026.64453125,19605.328125,19637.3203125
2022-10-12 12:00,19124.421875,19139.03125,19030.04296875,19082.4921875
2022-10-12 16:00,19133.7890625,19134.63671875,19092.708984375,19104.44921875
2022-10-12 17:00,19102.611328125,19109.341796875,19080.98828125,19080.98828125
2022-10-13 05:00,19090.5546875,19107.8125,19063.30078125,19096.919921875
2022-10-13 12:00,18766.126953125,18772.3046875,18354.35546875,18403.58984375
2022-10-13 12:00,18766.126953125,18772.3046875,18354.35546875,18403.58984375
2022-10-13 12:00,18766.126953125,18772.3046875,18354.35546875,18403.58984375
2022-10-13 12:00,18766.126953125,18772.3046875,18354.35546875,18403.58984375
2022-10-13 14:00,18449.146484375,18491.240234375,18421.498046875,18441.09765625
2022-10-13 16:00,18942.220703125,19135.91015625,18917.787109375,19094.1640625
