combined,Open,High,Low,Close
2022-11-01 14:00,20424.06640625,20459.97265625,20359.845703125,20410.962890625
2022-11-01 14:00,20424.06640625,20459.97265625,20359.845703125,20410.962890625
2022-11-02 12:15,,,,
2022-11-02 14:30,,,,
2022-11-02 18:00,20392.91796875,20742.810546875,20392.91796875,20437.7734375
2022-11-02 18:00,20392.91796875,20742.810546875,20392.91796875,20437.7734375
2022-11-02 18:30,,,,
2022-11-03 12:30,,,,
2022-11-03 13:45,,,,
2022-11-03 14:00,20127.072265625,20318.892578125,20123.81640625,20308.572265625
2022-11-03 14:00,20127.072265625,20318.892578125,20123.81640625,20308.572265625
2022-11-04 12:30,,,,
2022-11-04 12:30,,,,
2022-11-04 12:30,,,,
2022-11-09 15:30,,,,
2022-11-09 18:00,17049.30859375,17049.30859375,16571.6484375,16645.798828125
2022-11-10 13:30,,,,
2022-11-10 13:30,,,,
2022-11-10 13:30,,,,
2022-11-10 13:30,,,,
2022-11-10 18:00,17208.423828125,17427.103515625,17208.423828125,17343.73046875
2022-11-11 7:00,,,,
2022-11-15 13:30,,,,
2022-11-16 13:30,,,,
2022-11-16 13:30,,,,
2022-11-16 15:30,,,,
2022-11-17 10:00,16522.70703125,16545.357421875,16510.5,16535.4921875
2022-11-17 13:30,,,,
2022-11-17 13:30,,,,
2022-11-17 18:45,,,,
2022-11-18 15:00,16704.357421875,16704.357421875,16650.4921875,16687.564453125
2022-11-23 13:30,,,,
2022-11-23 13:30,,,,
2022-11-23 14:45,,,,
2022-11-23 14:45,,,,
2022-11-23 15:00,16464.453125,16484.974609375,16415.998046875,16418.595703125
2022-11-23 15:30,,,,
2022-11-23 19:00,16487.443359375,16638.193359375,16435.482421875,16471.80859375
2022-11-25 7:00,,,,
2022-11-29 13:00,16485.09765625,16487.283203125,16408.669921875,16421.169921875
2022-11-29 15:00,16395.318359375,16437.087890625,16372.998046875,16400.0859375
2022-11-30 10:00,16877.126953125,16892.6640625,16877.126953125,16880.123046875
2022-11-30 13:15,,,,
2022-11-30 13:30,,,,
2022-11-30 14:45,,,,
2022-11-30 15:00,16852.650390625,16861.029296875,16825.234375,16861.0
2022-11-30 15:30,,,,
2022-11-30 18:30,,,,
2022-12-01 13:30,,,,
2022-12-01 13:30,,,,
2022-12-01 13:30,,,,
2022-12-01 14:45,,,,
2022-12-01 15:00,17122.296875,17122.296875,16952.634765625,16979.9375
2022-12-01 15:00,17122.296875,17122.296875,16952.634765625,16979.9375
2022-12-02 12:30,,,,
2022-12-02 13:30,,,,
2022-12-02 13:30,,,,
2022-12-05 14:45,,,,
2022-12-05 15:00,17224.3046875,17224.3046875,17072.044921875,17095.166015625
2022-12-05 15:00,17224.3046875,17224.3046875,17072.044921875,17095.166015625
2022-12-07 15:30,,,,
2022-12-08 13:30,,,,
2022-12-09 13:30,,,,
2022-12-12 18:00,17015.962890625,17031.8984375,17012.046875,17031.8984375
2022-12-13 7:00,,,,
2022-12-13 13:30,,,,
2022-12-13 13:30,,,,
2022-12-13 13:30,,,,
2022-12-13 18:00,17645.814453125,17724.150390625,17645.814453125,17704.18359375
2022-12-14 15:30,,,,
2022-12-14 19:00,18244.6875,18244.6875,17811.703125,17811.703125
2022-12-14 19:00,18244.6875,18244.6875,17811.703125,17811.703125
2022-12-14 19:00,18244.6875,18244.6875,17811.703125,17811.703125
2022-12-14 19:30,,,,
2022-12-15 13:15,,,,
2022-12-15 13:15,,,,
2022-12-15 13:30,,,,
2022-12-15 13:30,,,,
2022-12-15 13:30,,,,
2022-12-15 13:30,,,,
2022-12-15 13:45,,,,
2022-12-16 10:00,17053.29296875,17053.29296875,16993.876953125,17002.0
2022-12-16 14:45,,,,
2022-12-16 14:45,,,,
2022-12-21 15:00,16817.9296875,16862.53125,16805.435546875,16856.71875
2022-12-21 15:00,16817.9296875,16862.53125,16805.435546875,16856.71875
2022-12-21 15:30,,,,
2022-12-22 13:30,,,,
2022-12-22 13:30,,,,
2022-12-23 13:30,,,,
2022-12-23 13:30,,,,
2022-12-23 13:30,,,,
2022-12-23 15:00,16805.18359375,16885.0078125,16805.02734375,16857.28125
2022-12-29 13:30,,,,
2022-12-29 16:00,16621.373046875,16650.169921875,16615.453125,16641.861328125
2022-12-30 14:45,,,,
2023-01-03 13:00,16714.34375,16732.68359375,16714.34375,16728.439453125
2023-01-03 14:45,,,,
2023-01-04 15:00,16829.34375,16852.587890625,16789.75,16852.587890625
2023-01-04 15:00,16829.34375,16852.587890625,16789.75,16852.587890625
2023-01-04 15:00,16829.34375,16852.587890625,16789.75,16852.587890625
2023-01-04 19:00,16955.822265625,16960.177734375,16821.509765625,16842.033203125
2023-01-05 13:15,,,,
2023-01-05 13:30,,,,
2023-01-05 14:45,,,,
2023-01-05 16:00,16854.421875,16873.857421875,16838.03125,16840.181640625
2023-01-06 10:00,16791.537109375,16797.580078125,16777.953125,16777.953125
2023-01-06 13:30,,,,
2023-01-06 13:30,,,,
2023-01-06 13:30,,,,
2023-01-06 15:00,16753.16796875,16826.978515625,16753.16796875,16826.978515625
2023-01-06 15:00,16753.16796875,16826.978515625,16753.16796875,16826.978515625
2023-01-10 14:00,17254.34765625,17305.083984375,17242.150390625,17285.845703125
2023-01-11 15:30,,,,
2023-01-11 18:00,17381.77734375,17504.232421875,17381.77734375,17477.291015625
2023-01-12 13:30,,,,
2023-01-12 13:30,,,,
2023-01-12 13:30,,,,
2023-01-12 13:30,,,,
2023-01-12 18:00,18767.087890625,18833.056640625,18680.0,18803.546875
2023-01-17 7:00,,,,
2023-01-18 10:00,21233.6484375,21250.40625,21196.400390625,21196.400390625
2023-01-18 13:30,,,,
2023-01-18 13:30,,,,
2023-01-18 13:30,,,,
2023-01-19 13:30,,,,
2023-01-19 13:30,,,,
2023-01-19 16:00,20876.68359375,20911.125,20850.650390625,20882.216796875
2023-01-20 15:00,21140.7265625,21189.658203125,21123.322265625,21142.431640625
2023-01-24 14:45,,,,
2023-01-24 14:45,,,,
2023-01-25 15:30,,,,
2023-01-26 13:30,,,,
2023-01-26 13:30,,,,
2023-01-26 13:30,,,,
2023-01-26 15:00,23011.583984375,23152.01171875,22963.94140625,22963.94140625
2023-01-26 19:45,,,,
2023-01-27 13:30,,,,
2023-01-27 13:30,,,,
2023-01-30 9:00,,,,
2023-01-31 14:45,,,,
2023-01-31 15:00,23148.70703125,23185.14453125,23113.515625,23133.6640625
2023-02-01 10:00,23013.8046875,23026.380859375,22971.46875,23016.994140625
2023-02-01 13:15,,,,
2023-02-01 14:45,,,,
2023-02-01 15:00,23114.951171875,23114.951171875,22978.439453125,23005.1875
2023-02-01 15:00,23114.951171875,23114.951171875,22978.439453125,23005.1875
2023-02-01 15:00,23114.951171875,23114.951171875,22978.439453125,23005.1875
2023-02-01 15:30,,,,
2023-02-01 19:00,23099.58984375,23425.71875,22877.75,23395.919921875
2023-02-01 19:00,23099.58984375,23425.71875,22877.75,23395.919921875
2023-02-01 19:30,,,,
2023-02-02 13:15,,,,
2023-02-02 13:15,,,,
2023-02-02 13:30,,,,
2023-02-02 13:45,,,,
2023-02-03 13:30,,,,
2023-02-03 13:30,,,,
2023-02-03 13:30,,,,
2023-02-03 14:45,,,,
2023-02-03 15:00,23520.59765625,23676.6328125,23450.94140625,23608.427734375
2023-02-03 15:00,23520.59765625,23676.6328125,23450.94140625,23608.427734375
2023-02-07 17:40,,,,
2023-02-08 15:30,,,,
2023-02-08 18:01,,,,
2023-02-09 7:00,,,,
2023-02-09 13:30,,,,
2023-02-09 18:00,22531.806640625,22592.505859375,22500.83203125,22521.908203125
2023-02-14 13:30,,,,
2023-02-14 13:30,,,,
2023-02-14 13:30,,,,
2023-02-15 13:30,,,,
2023-02-15 13:30,,,,
2023-02-15 15:30,,,,
2023-02-16 13:30,,,,
2023-02-16 13:30,,,,
2023-02-16 13:30,,,,
2023-02-21 14:45,,,,
2023-02-21 14:45,,,,
2023-02-21 15:00,24688.427734375,24698.638671875,24516.869140625,24580.814453125
2023-02-22 7:00,,,,
2023-02-22 19:00,23774.58203125,23909.31640625,23737.01171875,23815.115234375
2023-02-23 10:00,24328.595703125,24328.595703125,24261.4765625,24279.1328125
2023-02-23 13:30,,,,
2023-02-23 13:30,,,,
2023-02-23 16:00,23958.765625,23985.208984375,23836.671875,23836.671875
2023-02-24 7:00,,,,
2023-02-24 13:30,,,,
2023-02-24 13:30,,,,
2023-02-24 15:00,23842.234375,23842.234375,23392.5859375,23392.5859375
2023-02-27 13:30,,,,
2023-02-28 14:45,,,,
2023-02-28 15:00,23457.408203125,23532.796875,23440.208984375,23516.955078125
2023-03-01 13:00,23738.494140625,23743.865234375,23664.177734375,23700.455078125
2023-03-01 14:45,,,,
2023-03-01 15:00,23752.810546875,23754.755859375,23639.119140625,23721.572265625
2023-03-01 15:00,23752.810546875,23754.755859375,23639.119140625,23721.572265625
2023-03-01 15:30,,,,
2023-03-02 10:00,23424.9765625,23424.9765625,23379.400390625,23395.6953125
2023-03-02 13:30,,,,
2023-03-03 14:45,,,,
2023-03-03 15:00,22411.1015625,22411.1015625,22321.287109375,22353.599609375
2023-03-03 15:00,22411.1015625,22411.1015625,22321.287109375,22353.599609375
2023-03-03 15:00,22411.1015625,22411.1015625,22321.287109375,22353.599609375
2023-03-07 15:00,22327.607421875,22393.677734375,22069.68359375,22352.111328125
2023-03-08 13:15,,,,
2023-03-08 15:00,21995.265625,22185.609375,21962.578125,22157.708984375
2023-03-08 15:00,21995.265625,22185.609375,21962.578125,22157.708984375
2023-03-08 15:30,,,,
2023-03-08 18:00,22059.0859375,22059.0859375,21975.4765625,22037.74609375
2023-03-09 13:30,,,,
2023-03-09 18:00,21475.921875,21490.765625,21044.05859375,21063.486328125
2023-03-10 7:00,,,,
2023-03-10 13:30,,,,
2023-03-10 13:30,,,,
2023-03-10 13:30,,,,
2023-03-13 13:00,22167.404296875,22634.4375,22167.404296875,22570.740234375
2023-03-14 12:30,,,,
2023-03-14 12:30,,,,
2023-03-14 12:30,,,,
2023-03-15 12:30,,,,
2023-03-15 12:30,,,,
2023-03-15 12:30,,,,
2023-03-15 14:30,,,,
2023-03-16 12:30,,,,
2023-03-16 12:30,,,,
2023-03-16 13:15,,,,
2023-03-16 13:15,,,,
2023-03-16 13:45,,,,
2023-03-17 10:00,26327.54296875,26813.126953125,26324.640625,26774.73046875
2023-03-21 14:00,28081.001953125,28151.146484375,27785.11328125,27922.189453125
2023-03-22 14:30,,,,
2023-03-22 18:00,28523.85546875,28803.3359375,27920.34765625,28060.611328125
2023-03-22 18:00,28523.85546875,28803.3359375,27920.34765625,28060.611328125
2023-03-22 18:30,,,,
2023-03-23 12:30,,,,
2023-03-23 14:00,27414.64453125,27765.267578125,27361.4921875,27765.267578125
2023-03-24 12:30,,,,
2023-03-24 13:45,,,,
2023-03-24 13:45,,,,
2023-03-28 14:00,26867.5234375,27009.2421875,26855.234375,26945.421875
2023-03-29 14:30,,,,
2023-03-30 12:00,28669.576171875,28683.53125,28584.705078125,28637.490234375
2023-03-30 12:30,,,,
2023-03-30 12:30,,,,
2023-03-31 9:00,,,,
2023-03-31 12:30,,,,
2023-03-31 12:30,,,,
2023-03-31 13:45,,,,
2023-04-03 13:45,,,,
2023-04-03 14:00,28256.595703125,28296.2578125,27965.349609375,28012.880859375
2023-04-03 14:00,28256.595703125,28296.2578125,27965.349609375,28012.880859375
2023-04-04 14:00,28101.48046875,28265.7890625,28100.787109375,28123.744140625
2023-04-05 12:15,,,,
2023-04-05 13:45,,,,
2023-04-05 14:00,28406.283203125,28456.044921875,28120.27734375,28132.548828125
2023-04-05 14:00,28406.283203125,28456.044921875,28120.27734375,28132.548828125
2023-04-05 14:30,,,,
2023-04-06 12:30,,,,
2023-04-07 12:30,,,,
2023-04-07 12:30,,,,
2023-04-07 12:30,,,,
2023-04-12 12:30,,,,
2023-04-12 12:30,,,,
2023-04-12 12:30,,,,
2023-04-12 14:30,,,,
2023-04-12 17:00,29963.642578125,30091.50390625,29931.51953125,30058.255859375
2023-04-12 18:00,30045.923828125,30072.04296875,29875.796875,29949.052734375
2023-04-13 6:00,,,,
2023-04-13 12:30,,,,
2023-04-13 12:30,,,,
2023-04-13 17:00,30343.2890625,30460.6796875,30339.849609375,30458.8359375
2023-04-14 12:30,,,,
2023-04-14 12:30,,,,
2023-04-19 9:00,,,,
2023-04-19 14:30,,,,
2023-04-20 12:30,,,,
2023-04-20 12:30,,,,
2023-04-20 14:00,28831.15625,28858.73046875,28707.42578125,28707.42578125
2023-04-21 13:45,,,,
2023-04-21 13:45,,,,
2023-04-25 14:00,27346.24609375,27383.064453125,27217.169921875,27297.642578125
2023-04-25 14:00,27346.24609375,27383.064453125,27217.169921875,27297.642578125
2023-04-26 12:30,,,,
2023-04-26 14:30,,,,
2023-04-27 12:30,,,,
2023-04-27 12:30,,,,
2023-04-28 8:00,,,,
2023-04-28 12:00,29259.8046875,29414.482421875,29224.962890625,29249.06640625
2023-04-28 12:30,,,,
2023-04-28 12:30,,,,
2023-04-28 13:45,,,,
2023-05-01 13:45,,,,
2023-05-01 14:00,28463.927734375,28572.6796875,28429.2734375,28480.048828125
2023-05-01 14:00,28463.927734375,28572.6796875,28429.2734375,28480.048828125
2023-05-02 9:00,,,,
2023-05-02 14:00,28008.107421875,28602.5625,27935.73046875,28374.15234375
2023-05-03 12:15,,,,
2023-05-03 13:45,,,,
2023-05-03 14:00,28383.3046875,28389.486328125,28179.759765625,28220.111328125
2023-05-03 14:00,28383.3046875,28389.486328125,28179.759765625,28220.111328125
2023-05-03 14:30,,,,
2023-05-03 18:00,28588.4140625,28655.404296875,28318.037109375,28453.234375
2023-05-03 18:00,28588.4140625,28655.404296875,28318.037109375,28453.234375
2023-05-03 18:30,,,,
2023-05-04 12:15,,,,
2023-05-04 12:15,,,,
2023-05-04 12:30,,,,
2023-05-04 12:45,,,,
2023-05-05 12:30,,,,
2023-05-05 12:30,,,,
2023-05-05 12:30,,,,
2023-05-10 6:00,,,,
2023-05-10 12:30,,,,
2023-05-10 12:30,,,,
2023-05-10 12:30,,,,
2023-05-10 14:30,,,,
2023-05-10 17:00,28198.009765625,28231.8671875,26883.669921875,27506.20703125
2023-05-11 12:30,,,,
2023-05-11 12:30,,,,
2023-05-11 17:00,27140.744140625,27155.783203125,26781.826171875,26874.087890625
2023-05-16 12:30,,,,
2023-05-16 12:30,,,,
2023-05-17 9:00,,,,
2023-05-17 14:30,,,,
2023-05-18 12:30,,,,
2023-05-18 12:30,,,,
2023-05-18 14:00,27256.779296875,27391.634765625,27101.498046875,27231.412109375
2023-05-19 15:00,26837.267578125,27128.619140625,26700.2109375,26901.158203125
2023-05-23 13:45,,,,
2023-05-23 13:45,,,,
2023-05-23 14:00,27238.556640625,27355.041015625,27238.091796875,27332.9765625
2023-05-23 16:30,,,,
2023-05-24 14:30,,,,
2023-05-24 18:00,26281.1015625,26319.33984375,26230.28125,26230.28125
2023-05-25 6:00,,,,
2023-05-25 12:30,,,,
2023-05-25 12:30,,,,
2023-05-26 12:30,,,,
2023-05-26 12:30,,,,
2023-05-26 12:30,,,,
2023-05-30 14:00,27817.21875,27872.39453125,27641.017578125,27641.017578125
2023-05-31 12:00,27098.349609375,27118.55859375,27073.36328125,27073.36328125
2023-05-31 13:45,,,,
2023-05-31 14:00,27092.19921875,27105.65234375,26889.55859375,27061.78125
2023-06-01 9:00,,,,
2023-06-01 12:15,,,,
2023-06-01 12:30,,,,
2023-06-01 13:45,,,,
2023-06-01 14:00,26898.046875,26953.67578125,26845.87890625,26890.892578125
2023-06-01 14:00,26898.046875,26953.67578125,26845.87890625,26890.892578125
2023-06-01 15:00,26897.916015625,26944.03515625,26870.072265625,26883.537109375
2023-06-02 12:30,,,,
2023-06-02 12:30,,,,
2023-06-02 12:30,,,,
2023-06-05 13:45,,,,
2023-06-05 14:00,26742.2890625,26809.65625,26713.0625,26803.90625
2023-06-05 14:00,26742.2890625,26809.65625,26713.0625,26803.90625
2023-06-07 14:30,,,,
2023-06-08 12:30,,,,
2023-06-12 17:00,25825.19921875,25935.529296875,25686.041015625,25843.296875
2023-06-13 6:00,,,,
2023-06-13 12:30,,,,
2023-06-13 12:30,,,,
2023-06-13 12:30,,,,
2023-06-13 17:00,25856.822265625,25880.466796875,25790.55859375,25819.884765625
2023-06-14 12:30,,,,
2023-06-14 14:30,,,,
2023-06-14 18:00,26001.56640625,26001.56640625,25774.841796875,25917.515625
2023-06-14 18:00,26001.56640625,26001.56640625,25774.841796875,25917.515625
2023-06-14 18:00,26001.56640625,26001.56640625,25774.841796875,25917.515625
2023-06-14 18:30,,,,
2023-06-15 12:15,,,,
2023-06-15 12:15,,,,
2023-06-15 12:30,,,,
2023-06-15 12:30,,,,
2023-06-15 12:30,,,,
2023-06-15 12:30,,,,
2023-06-15 12:45,,,,
2023-06-16 9:00,,,,
2023-06-16 15:00,25587.31640625,25758.623046875,25538.640625,25758.623046875
2023-06-21 14:00,29312.484375,29518.7734375,29106.171875,29514.36328125
2023-06-22 12:30,,,,
2023-06-22 14:00,30241.126953125,30293.416015625,29679.158203125,29730.828125
2023-06-22 14:00,30241.126953125,30293.416015625,29679.158203125,29730.828125
2023-06-22 15:00,29756.998046875,29939.173828125,29700.44140625,29859.16015625
2023-06-23 13:45,,,,
2023-06-23 13:45,,,,
2023-06-27 12:30,,,,
2023-06-27 14:00,30604.77734375,31006.787109375,30598.57421875,30813.79296875
2023-06-27 14:00,30604.77734375,31006.787109375,30598.57421875,30813.79296875
2023-06-28 13:30,,,,
2023-06-28 14:30,,,,
2023-06-29 6:30,,,,
2023-06-29 12:00,30667.611328125,30702.130859375,30617.41015625,30617.41015625
2023-06-29 12:30,,,,
2023-06-29 12:30,,,,
2023-06-30 9:00,,,,
2023-06-30 12:30,,,,
2023-06-30 12:30,,,,
2023-06-30 13:45,,,,
2023-07-03 13:45,,,,
2023-07-03 14:00,30662.95703125,30754.716796875,30662.95703125,30727.99609375
2023-07-03 14:00,30662.95703125,30754.716796875,30662.95703125,30727.99609375
2023-07-05 18:00,30527.205078125,30585.283203125,30448.904296875,30479.470703125
2023-07-06 12:15,,,,
2023-07-06 12:30,,,,
2023-07-06 13:45,,,,
2023-07-06 14:00,30366.953125,30417.560546875,29892.2265625,30165.876953125
2023-07-06 14:00,30366.953125,30417.560546875,29892.2265625,30165.876953125
2023-07-06 14:00,30366.953125,30417.560546875,29892.2265625,30165.876953125
2023-07-06 15:00,30167.8046875,30460.47265625,30092.021484375,30420.53125
2023-07-07 12:30,,,,
2023-07-07 12:30,,,,
2023-07-07 12:30,,,,
2023-07-11 6:00,,,,
2023-07-12 12:30,,,,
2023-07-12 12:30,,,,
2023-07-12 12:30,,,,
2023-07-12 14:30,,,,
2023-07-12 17:00,30472.564453125,30516.169921875,30435.794921875,30477.0
2023-07-13 12:30,,,,
2023-07-13 12:30,,,,
2023-07-13 17:00,30851.8203125,31216.70703125,30828.681640625,31117.787109375
2023-07-18 12:30,,,,
2023-07-18 12:30,,,,
2023-07-19 9:00,,,,
2023-07-19 14:30,,,,
2023-07-20 12:30,,,,
2023-07-20 12:30,,,,
2023-07-20 14:00,30239.37109375,30240.373046875,29668.3984375,29760.359375
2023-07-24 13:45,,,,
2023-07-24 13:45,,,,
2023-07-25 14:00,29274.30078125,29325.55078125,29170.662109375,29180.0
2023-07-26 14:00,29302.8671875,29315.470703125,29218.701171875,29270.451171875
2023-07-26 14:30,,,,
2023-07-26 18:00,29272.509765625,29432.099609375,29269.26953125,29372.572265625
2023-07-26 18:00,29272.509765625,29432.099609375,29269.26953125,29372.572265625
2023-07-26 18:30,,,,
2023-07-27 12:15,,,,
2023-07-27 12:15,,,,
2023-07-27 12:30,,,,
2023-07-27 12:30,,,,
2023-07-27 12:30,,,,
2023-07-27 12:45,,,,
2023-07-28 8:00,,,,
2023-07-28 12:00,29205.51171875,29304.28125,29204.921875,29304.1328125
2023-07-28 12:30,,,,
2023-07-28 12:30,,,,
2023-07-31 9:00,,,,
2023-07-31 13:45,,,,
2023-08-01 13:45,,,,
2023-08-01 14:00,28862.115234375,28886.06640625,28806.947265625,28806.947265625
2023-08-01 14:00,28862.115234375,28886.06640625,28806.947265625,28806.947265625
2023-08-01 14:00,28862.115234375,28886.06640625,28806.947265625,28806.947265625
2023-08-02 12:15,,,,
2023-08-02 14:30,,,,
2023-08-03 12:30,,,,
2023-08-03 13:45,,,,
2023-08-03 14:00,29162.126953125,29330.837890625,29162.126953125,29330.837890625
2023-08-03 14:00,29162.126953125,29330.837890625,29162.126953125,29330.837890625
2023-08-04 12:30,,,,
2023-08-04 12:30,,,,
2023-08-04 12:30,,,,
2023-08-08 6:00,,,,
2023-08-09 14:30,,,,
2023-08-09 17:00,29509.421875,29566.44140625,29439.771484375,29482.07421875
2023-08-10 12:30,,,,
2023-08-10 12:30,,,,
2023-08-10 12:30,,,,
2023-08-10 12:30,,,,
2023-08-10 17:01,,,,
2023-08-11 12:30,,,,
2023-08-15 12:30,,,,
2023-08-15 12:30,,,,
2023-08-16 14:30,,,,
2023-08-16 18:00,29138.48828125,29192.26171875,29089.408203125,29141.685546875
2023-08-17 12:30,,,,
2023-08-17 12:30,,,,
2023-08-18 9:00,,,,
2023-08-22 14:00,25993.556640625,26033.92578125,25961.505859375,25985.875
2023-08-23 13:45,,,,
2023-08-23 13:45,,,,
2023-08-23 14:00,26002.35546875,26117.9609375,25921.294921875,26040.6796875
2023-08-23 14:30,,,,
2023-08-24 12:30,,,,
2023-08-24 12:30,,,,
2023-08-25 6:00,,,,
2023-08-25 14:05,,,,
2023-08-29 14:00,26035.978515625,27688.65625,26035.978515625,27463.34765625
2023-08-29 14:00,26035.978515625,27688.65625,26035.978515625,27463.34765625
2023-08-30 12:00,27337.1640625,27416.15234375,27296.333984375,27362.111328125
2023-08-30 12:15,,,,
2023-08-30 12:30,,,,
2023-08-30 14:30,,,,
2023-08-31 9:00,,,,
2023-08-31 12:30,,,,
2023-08-31 12:30,,,,
2023-08-31 12:30,,,,
2023-08-31 13:45,,,,
2023-09-01 12:30,,,,
2023-09-01 12:30,,,,
2023-09-01 12:30,,,,
2023-09-01 13:45,,,,
2023-09-01 14:00,25988.234375,25988.234375,25713.73828125,25713.845703125
2023-09-01 14:00,25988.234375,25988.234375,25713.73828125,25713.845703125
2023-09-06 13:45,,,,
2023-09-06 14:00,25723.861328125,25723.861328125,25550.3828125,25597.21484375
2023-09-06 14:00,25723.861328125,25723.861328125,25550.3828125,25597.21484375
2023-09-07 12:30,,,,
2023-09-07 15:00,25749.029296875,25808.26953125,25726.158203125,25762.533203125
2023-09-08 6:00,,,,
2023-09-12 17:00,26103.6171875,26158.35546875,25942.091796875,25951.078125
2023-09-13 12:30,,,,
2023-09-13 12:30,,,,
2023-09-13 12:30,,,,
2023-09-13 14:30,,,,
2023-09-13 17:00,26286.12109375,26345.162109375,26098.3984375,26098.3984375
2023-09-14 12:15,,,,
2023-09-14 12:15,,,,
2023-09-14 12:30,,,,
2023-09-14 12:30,,,,
2023-09-14 12:30,,,,
2023-09-14 12:30,,,,
2023-09-14 12:45,,,,
2023-09-19 9:00,,,,
2023-09-20 14:30,,,,
2023-09-20 18:00,27228.095703125,27289.771484375,27119.763671875,27178.345703125
2023-09-20 18:00,27228.095703125,27289.771484375,27119.763671875,27178.345703125
2023-09-20 18:00,27228.095703125,27289.771484375,27119.763671875,27178.345703125
2023-09-20 18:30,,,,
2023-09-21 12:30,,,,
2023-09-21 12:30,,,,
2023-09-21 14:00,26413.439453125,26580.47265625,26389.30078125,26578.07421875
2023-09-22 13:45,,,,
2023-09-22 13:45,,,,
2023-09-26 14:00,26178.84765625,26195.072265625,26119.607421875,26173.3671875
2023-09-26 14:00,26178.84765625,26195.072265625,26119.607421875,26173.3671875
2023-09-27 12:30,,,,
2023-09-27 14:30,,,,
