PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent
2023/07/03,14:00,USD,ISM Manufacturing PMI ,46.0,47.2,46.9,USD-ISM Manufacturing PMI 
2023/07/03,14:00,USD,ISM Manufacturing Prices ,41.8,44.0,44.2,USD-ISM Manufacturing Prices 
2023/07/05,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/07/06,12:15,USD,ADP Nonfarm Employment Change ,497000.0,228000.0,267000.0,USD-ADP Nonfarm Employment Change 
2023/07/06,12:30,USD,Initial Jobless Claims,248000.0,245000.0,236000.0,USD-Initial Jobless Claims
2023/07/06,13:45,USD,S&P Global Services PMI ,54.4,54.1,54.9,USD-S&P Global Services PMI 
2023/07/06,14:00,USD,ISM Non-Manufacturing PMI ,53.9,51.0,50.3,USD-ISM Non-Manufacturing PMI 
2023/07/06,14:00,USD,ISM Non-Manufacturing Prices ,54.1,53.3,56.2,USD-ISM Non-Manufacturing Prices 
2023/07/06,14:00,USD,JOLTs Job Openings ,9824000.0,9935000.0,10320000.0,USD-JOLTs Job Openings 
2023/07/06,15:00,USD,Crude Oil Inventories,-1508000.0,-983000.0,-9603000.0,USD-Crude Oil Inventories
2023/07/07,12:30,USD,Average Hourly Earnings (MoM) ,0.004,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2023/07/07,12:30,USD,Nonfarm Payrolls ,209000.0,225000.0,306000.0,USD-Nonfarm Payrolls 
2023/07/07,12:30,USD,Unemployment Rate ,0.036,0.036,0.037,USD-Unemployment Rate 
2023/07/11,6:00,EUR,German CPI (MoM) ,0.003,0.003,-0.001,EUR-German CPI (MoM) 
2023/07/12,12:30,USD,Core CPI (MoM) ,0.002,0.003,0.004,USD-Core CPI (MoM) 
2023/07/12,12:30,USD,CPI (YoY) ,0.03,0.031,0.04,USD-CPI (YoY) 
2023/07/12,12:30,USD,CPI (MoM) ,0.002,0.003,0.001,USD-CPI (MoM) 
2023/07/12,14:30,USD,Crude Oil Inventories,5946000.0,483000.0,-1508000.0,USD-Crude Oil Inventories
2023/07/12,17:00,USD,10-Year Note Auction,0.039,,0.038,USD-10-Year Note Auction
2023/07/13,12:30,USD,Initial Jobless Claims,237000.0,250000.0,249000.0,USD-Initial Jobless Claims
2023/07/13,12:30,USD,PPI (MoM) ,0.001,0.002,-0.004,USD-PPI (MoM) 
2023/07/13,17:00,USD,30-Year Bond Auction,0.039,,0.039,USD-30-Year Bond Auction
2023/07/18,12:30,USD,Core Retail Sales (MoM) ,0.002,0.003,0.003,USD-Core Retail Sales (MoM) 
2023/07/18,12:30,USD,Retail Sales (MoM) ,0.002,0.005,0.005,USD-Retail Sales (MoM) 
2023/07/19,9:00,EUR,CPI (YoY) ,0.055,0.055,0.061,EUR-CPI (YoY) 
2023/07/19,14:30,USD,Crude Oil Inventories,-708000.0,-2440000.0,5946000.0,USD-Crude Oil Inventories
2023/07/20,12:30,USD,Initial Jobless Claims,228000.0,242000.0,237000.0,USD-Initial Jobless Claims
2023/07/20,12:30,USD,Philadelphia Fed Manufacturing Index ,-13.5,-10.0,-13.7,USD-Philadelphia Fed Manufacturing Index 
2023/07/20,14:00,USD,Existing Home Sales ,4160000.0,4200000.0,4300000.0,USD-Existing Home Sales 
2023/07/24,13:45,USD,S&P Global US Manufacturing PMI   ,49.0,46.4,46.3,USD-S&P Global US Manufacturing PMI   
2023/07/24,13:45,USD,S&P Global Services PMI   ,52.4,54.0,54.4,USD-S&P Global Services PMI   
2023/07/25,14:00,USD,CB Consumer Confidence ,117.0,111.8,110.1,USD-CB Consumer Confidence 
2023/07/26,14:00,USD,New Home Sales ,697000.0,725000.0,715000.0,USD-New Home Sales 
2023/07/26,14:30,USD,Crude Oil Inventories,-600000.0,-2348000.0,-708000.0,USD-Crude Oil Inventories
2023/07/26,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/07/26,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.052,USD-Fed Interest Rate Decision
2023/07/26,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/07/27,12:15,EUR,Deposit Facility Rate ,0.037,0.037,0.035,EUR-Deposit Facility Rate 
2023/07/27,12:15,EUR,ECB Interest Rate Decision ,0.043,0.043,0.04,EUR-ECB Interest Rate Decision 
2023/07/27,12:30,USD,Durable Goods Orders (MoM) ,0.047,0.01,0.02,USD-Durable Goods Orders (MoM) 
2023/07/27,12:30,USD,GDP (QoQ)   ,0.024,0.018,0.02,USD-GDP (QoQ)   
2023/07/27,12:30,USD,Initial Jobless Claims,221000.0,235000.0,228000.0,USD-Initial Jobless Claims
2023/07/27,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/07/28,8:00,EUR,German GDP (QoQ)   ,0.0,0.001,-0.001,EUR-German GDP (QoQ)   
2023/07/28,12:00,EUR,German CPI (MoM)   ,0.003,0.003,0.003,EUR-German CPI (MoM)   
2023/07/28,12:30,USD,Core PCE Price Index (YoY) ,0.041,0.042,0.046,USD-Core PCE Price Index (YoY) 
2023/07/28,12:30,USD,Core PCE Price Index (MoM) ,0.002,0.002,0.003,USD-Core PCE Price Index (MoM) 
2023/07/31,9:00,EUR,CPI (YoY)   ,0.053,0.053,0.055,EUR-CPI (YoY)   
2023/07/31,13:45,USD,Chicago PMI ,42.8,43.0,41.5,USD-Chicago PMI 
2023/08/01,13:45,USD,S&P Global US Manufacturing PMI ,49.0,49.0,46.3,USD-S&P Global US Manufacturing PMI 
2023/08/01,14:00,USD,ISM Manufacturing PMI ,46.4,46.8,46.0,USD-ISM Manufacturing PMI 
2023/08/01,14:00,USD,ISM Manufacturing Prices ,42.6,42.8,41.8,USD-ISM Manufacturing Prices 
2023/08/01,14:00,USD,JOLTs Job Openings ,9582000.0,9610000.0,9616000.0,USD-JOLTs Job Openings 
2023/08/02,12:15,USD,ADP Nonfarm Employment Change ,324000.0,189000.0,455000.0,USD-ADP Nonfarm Employment Change 
2023/08/02,14:30,USD,Crude Oil Inventories,-17049000.0,-1367000.0,-600000.0,USD-Crude Oil Inventories
2023/08/03,12:30,USD,Initial Jobless Claims,227000.0,227000.0,221000.0,USD-Initial Jobless Claims
2023/08/03,13:45,USD,S&P Global Services PMI ,52.3,52.4,54.4,USD-S&P Global Services PMI 
2023/08/03,14:00,USD,ISM Non-Manufacturing PMI ,52.7,53.0,53.9,USD-ISM Non-Manufacturing PMI 
2023/08/03,14:00,USD,ISM Non-Manufacturing Prices ,56.8,52.1,54.1,USD-ISM Non-Manufacturing Prices 
2023/08/04,12:30,USD,Average Hourly Earnings (MoM) ,0.004,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2023/08/04,12:30,USD,Nonfarm Payrolls ,187000.0,200000.0,185000.0,USD-Nonfarm Payrolls 
2023/08/04,12:30,USD,Unemployment Rate ,0.035,0.036,0.036,USD-Unemployment Rate 
2023/08/08,6:00,EUR,German CPI (MoM) ,0.003,0.003,0.003,EUR-German CPI (MoM) 
2023/08/09,14:30,USD,Crude Oil Inventories,5851000.0,567000.0,-17049000.0,USD-Crude Oil Inventories
2023/08/09,17:00,USD,10-Year Note Auction,0.04,,0.039,USD-10-Year Note Auction
2023/08/10,12:30,USD,Core CPI (MoM) ,0.002,0.002,0.002,USD-Core CPI (MoM) 
2023/08/10,12:30,USD,CPI (MoM) ,0.002,0.002,0.002,USD-CPI (MoM) 
2023/08/10,12:30,USD,CPI (YoY) ,0.032,0.033,0.03,USD-CPI (YoY) 
2023/08/10,12:30,USD,Initial Jobless Claims,248000.0,230000.0,227000.0,USD-Initial Jobless Claims
2023/08/10,17:01,USD,30-Year Bond Auction,0.042,,0.039,USD-30-Year Bond Auction
2023/08/11,12:30,USD,PPI (MoM) ,0.003,0.002,0.0,USD-PPI (MoM) 
2023/08/15,12:30,USD,Core Retail Sales (MoM) ,0.01,-0.003,0.002,USD-Core Retail Sales (MoM) 
2023/08/15,12:30,USD,Retail Sales (MoM) ,0.007,0.004,0.003,USD-Retail Sales (MoM) 
2023/08/16,14:30,USD,Crude Oil Inventories,-5960000.0,-2320000.0,5851000.0,USD-Crude Oil Inventories
2023/08/16,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/08/17,12:30,USD,Initial Jobless Claims,239000.0,240000.0,250000.0,USD-Initial Jobless Claims
2023/08/17,12:30,USD,Philadelphia Fed Manufacturing Index ,12.0,-10.0,-13.5,USD-Philadelphia Fed Manufacturing Index 
2023/08/18,9:00,EUR,CPI (YoY) ,0.053,0.053,0.055,EUR-CPI (YoY) 
2023/08/22,14:00,USD,Existing Home Sales ,4070000.0,4150000.0,4160000.0,USD-Existing Home Sales 
2023/08/23,13:45,USD,S&P Global US Manufacturing PMI   ,47.0,49.3,49.0,USD-S&P Global US Manufacturing PMI   
2023/08/23,13:45,USD,S&P Global Services PMI   ,51.0,52.3,52.3,USD-S&P Global Services PMI   
2023/08/23,14:00,USD,New Home Sales ,714000.0,705000.0,684000.0,USD-New Home Sales 
2023/08/23,14:30,USD,Crude Oil Inventories,-6135000.0,-2850000.0,-5960000.0,USD-Crude Oil Inventories
2023/08/24,12:30,USD,Durable Goods Orders (MoM) ,-0.052,-0.04,0.044,USD-Durable Goods Orders (MoM) 
2023/08/24,12:30,USD,Initial Jobless Claims,230000.0,240000.0,240000.0,USD-Initial Jobless Claims
2023/08/25,6:00,EUR,German GDP (QoQ) ,0.0,0.0,-0.001,EUR-German GDP (QoQ) 
2023/08/25,14:05,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/08/29,14:00,USD,CB Consumer Confidence ,106.1,116.0,114.0,USD-CB Consumer Confidence 
2023/08/29,14:00,USD,JOLTs Job Openings ,8827000.0,9465000.0,9165000.0,USD-JOLTs Job Openings 
2023/08/30,12:00,EUR,German CPI (MoM)   ,0.003,0.003,0.003,EUR-German CPI (MoM)   
2023/08/30,12:15,USD,ADP Nonfarm Employment Change ,177000.0,195000.0,371000.0,USD-ADP Nonfarm Employment Change 
2023/08/30,12:30,USD,GDP (QoQ)   ,0.021,0.024,0.02,USD-GDP (QoQ)   
2023/08/30,14:30,USD,Crude Oil Inventories,-10584000.0,-3267000.0,-6135000.0,USD-Crude Oil Inventories
2023/08/31,9:00,EUR,CPI (YoY)   ,0.053,0.051,0.053,EUR-CPI (YoY)   
2023/08/31,12:30,USD,Core PCE Price Index (MoM) ,0.002,0.002,0.002,USD-Core PCE Price Index (MoM) 
2023/08/31,12:30,USD,Core PCE Price Index (YoY) ,0.042,0.042,0.041,USD-Core PCE Price Index (YoY) 
2023/08/31,12:30,USD,Initial Jobless Claims,228000.0,235000.0,232000.0,USD-Initial Jobless Claims
2023/08/31,13:45,USD,Chicago PMI ,48.7,44.1,42.8,USD-Chicago PMI 
2023/09/01,12:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2023/09/01,12:30,USD,Nonfarm Payrolls ,187000.0,170000.0,157000.0,USD-Nonfarm Payrolls 
2023/09/01,12:30,USD,Unemployment Rate ,0.038,0.035,0.035,USD-Unemployment Rate 
2023/09/01,13:45,USD,S&P Global US Manufacturing PMI ,47.9,47.0,49.0,USD-S&P Global US Manufacturing PMI 
2023/09/01,14:00,USD,ISM Manufacturing PMI ,47.6,47.0,46.4,USD-ISM Manufacturing PMI 
2023/09/01,14:00,USD,ISM Manufacturing Prices ,48.4,43.9,42.6,USD-ISM Manufacturing Prices 
2023/09/06,13:45,USD,S&P Global Services PMI ,50.5,51.0,52.3,USD-S&P Global Services PMI 
2023/09/06,14:00,USD,ISM Non-Manufacturing PMI ,54.5,52.5,52.7,USD-ISM Non-Manufacturing PMI 
2023/09/06,14:00,USD,ISM Non-Manufacturing Prices ,58.9,,56.8,USD-ISM Non-Manufacturing Prices 
2023/09/07,12:30,USD,Initial Jobless Claims,216000.0,234000.0,229000.0,USD-Initial Jobless Claims
2023/09/07,15:00,USD,Crude Oil Inventories,-6307000.0,-2064000.0,-10584000.0,USD-Crude Oil Inventories
2023/09/08,6:00,EUR,German CPI (MoM) ,0.003,0.003,0.003,EUR-German CPI (MoM) 
2023/09/12,17:00,USD,10-Year Note Auction,0.043,,0.04,USD-10-Year Note Auction
2023/09/13,12:30,USD,Core CPI (MoM) ,0.003,0.002,0.002,USD-Core CPI (MoM) 
2023/09/13,12:30,USD,CPI (MoM) ,0.006,0.006,0.002,USD-CPI (MoM) 
2023/09/13,12:30,USD,CPI (YoY) ,0.037,0.036,0.032,USD-CPI (YoY) 
2023/09/13,14:30,USD,Crude Oil Inventories,3954000.0,-1912000.0,-6307000.0,USD-Crude Oil Inventories
2023/09/13,17:00,USD,30-Year Bond Auction,0.043,,0.042,USD-30-Year Bond Auction
2023/09/14,12:15,EUR,Deposit Facility Rate ,0.04,0.037,0.037,EUR-Deposit Facility Rate 
2023/09/14,12:15,EUR,ECB Interest Rate Decision ,0.045,0.043,0.043,EUR-ECB Interest Rate Decision 
2023/09/14,12:30,USD,Core Retail Sales (MoM) ,0.006,0.004,0.007,USD-Core Retail Sales (MoM) 
2023/09/14,12:30,USD,Initial Jobless Claims,220000.0,225000.0,217000.0,USD-Initial Jobless Claims
2023/09/14,12:30,USD,PPI (MoM) ,0.007,0.004,0.004,USD-PPI (MoM) 
2023/09/14,12:30,USD,Retail Sales (MoM) ,0.006,0.002,0.005,USD-Retail Sales (MoM) 
2023/09/14,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/09/19,9:00,EUR,CPI (YoY) ,0.052,0.053,0.053,EUR-CPI (YoY) 
2023/09/20,14:30,USD,Crude Oil Inventories,-2135000.0,-2200000.0,3954000.0,USD-Crude Oil Inventories
2023/09/20,18:00,USD,FOMC Economic Projections  ,,,,USD-FOMC Economic Projections  
2023/09/20,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/09/20,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
2023/09/20,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/09/21,12:30,USD,Initial Jobless Claims,201000.0,225000.0,221000.0,USD-Initial Jobless Claims
2023/09/21,12:30,USD,Philadelphia Fed Manufacturing Index ,-13.5,-0.7,12.0,USD-Philadelphia Fed Manufacturing Index 
2023/09/21,14:00,USD,Existing Home Sales ,4040000.0,4100000.0,4070000.0,USD-Existing Home Sales 
2023/09/22,13:45,USD,S&P Global US Manufacturing PMI   ,48.9,48.0,47.9,USD-S&P Global US Manufacturing PMI   
2023/09/22,13:45,USD,S&P Global Services PMI   ,50.2,50.6,50.5,USD-S&P Global Services PMI   
2023/09/26,14:00,USD,CB Consumer Confidence ,103.0,105.5,108.7,USD-CB Consumer Confidence 
2023/09/26,14:00,USD,New Home Sales ,675000.0,700000.0,739000.0,USD-New Home Sales 
2023/09/27,12:30,USD,Durable Goods Orders (MoM) ,0.002,-0.005,-0.056,USD-Durable Goods Orders (MoM) 
2023/09/27,14:30,USD,Crude Oil Inventories,-2170000.0,-1320000.0,-2135000.0,USD-Crude Oil Inventories
2023/09/28,12:00,EUR,German CPI (MoM)   ,0.003,0.003,0.003,EUR-German CPI (MoM)   
2023/09/28,12:30,USD,GDP (QoQ) ,0.021,0.021,0.02,USD-GDP (QoQ) 
2023/09/28,12:30,USD,Initial Jobless Claims,204000.0,215000.0,202000.0,USD-Initial Jobless Claims
2023/09/28,20:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/09/29,9:00,EUR,CPI (YoY)   ,0.043,0.045,0.052,EUR-CPI (YoY)   
2023/09/29,12:30,USD,Core PCE Price Index (MoM) ,0.001,0.002,0.002,USD-Core PCE Price Index (MoM) 
2023/09/29,12:30,USD,Core PCE Price Index (YoY) ,0.039,0.039,0.043,USD-Core PCE Price Index (YoY) 
2023/09/29,13:45,USD,Chicago PMI ,44.1,47.6,48.7,USD-Chicago PMI 
2023/10/02,13:45,USD,S&P Global US Manufacturing PMI ,49.8,48.9,47.9,USD-S&P Global US Manufacturing PMI 
2023/10/02,14:00,USD,ISM Manufacturing PMI ,49.0,47.7,47.6,USD-ISM Manufacturing PMI 
2023/10/02,14:00,USD,ISM Manufacturing Prices ,43.8,48.6,48.4,USD-ISM Manufacturing Prices 
2023/10/02,15:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/10/03,14:00,USD,JOLTs Job Openings ,9610000.0,8800000.0,8920000.0,USD-JOLTs Job Openings 
2023/10/04,12:15,USD,ADP Nonfarm Employment Change ,89000.0,153000.0,180000.0,USD-ADP Nonfarm Employment Change 
2023/10/04,13:45,USD,S&P Global Services PMI ,50.1,50.2,50.5,USD-S&P Global Services PMI 
2023/10/04,14:00,USD,ISM Non-Manufacturing PMI ,53.6,53.6,54.5,USD-ISM Non-Manufacturing PMI 
2023/10/04,14:00,USD,ISM Non-Manufacturing Prices ,58.9,,58.9,USD-ISM Non-Manufacturing Prices 
2023/10/04,14:30,USD,Crude Oil Inventories,-2224000.0,-446000.0,-2170000.0,USD-Crude Oil Inventories
2023/10/05,12:30,USD,Initial Jobless Claims,207000.0,210000.0,205000.0,USD-Initial Jobless Claims
2023/10/06,12:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.002,USD-Average Hourly Earnings (MoM) 
2023/10/06,12:30,USD,Nonfarm Payrolls ,336000.0,170000.0,227000.0,USD-Nonfarm Payrolls 
2023/10/06,12:30,USD,Unemployment Rate ,0.038,0.037,0.038,USD-Unemployment Rate 
2023/10/11,6:00,EUR,German CPI (MoM) ,0.003,0.003,0.003,EUR-German CPI (MoM) 
2023/10/11,12:30,USD,PPI (MoM) ,0.005,0.003,0.007,USD-PPI (MoM) 
2023/10/11,17:00,USD,10-Year Note Auction,0.046,,0.043,USD-10-Year Note Auction
2023/10/11,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/10/12,12:30,USD,Core CPI (MoM) ,0.003,0.003,0.003,USD-Core CPI (MoM) 
2023/10/12,12:30,USD,CPI (YoY) ,0.037,0.036,0.037,USD-CPI (YoY) 
2023/10/12,12:30,USD,CPI (MoM) ,0.004,0.003,0.005,USD-CPI (MoM) 
2023/10/12,12:30,USD,Initial Jobless Claims,209000.0,210000.0,209000.0,USD-Initial Jobless Claims
2023/10/12,15:00,USD,Crude Oil Inventories,10176000.0,492000.0,-2224000.0,USD-Crude Oil Inventories
2023/10/12,17:00,USD,30-Year Bond Auction,0.048,,0.043,USD-30-Year Bond Auction
2023/10/17,12:30,USD,Core Retail Sales (MoM) ,0.006,0.002,0.009,USD-Core Retail Sales (MoM) 
2023/10/17,12:30,USD,Retail Sales (MoM) ,0.007,0.003,0.008,USD-Retail Sales (MoM) 
2023/10/18,9:00,EUR,CPI (YoY) ,0.043,0.043,0.052,EUR-CPI (YoY) 
2023/10/18,14:30,USD,Crude Oil Inventories,-4491000.0,-300000.0,10176000.0,USD-Crude Oil Inventories
2023/10/19,12:30,USD,Initial Jobless Claims,198000.0,212000.0,211000.0,USD-Initial Jobless Claims
2023/10/19,12:30,USD,Philadelphia Fed Manufacturing Index ,-9.0,-6.4,-13.5,USD-Philadelphia Fed Manufacturing Index 
2023/10/19,14:00,USD,Existing Home Sales ,3960000.0,3890000.0,4040000.0,USD-Existing Home Sales 
2023/10/19,16:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/10/24,13:45,USD,S&P Global US Manufacturing PMI   ,50.0,49.5,49.8,USD-S&P Global US Manufacturing PMI   
2023/10/24,13:45,USD,S&P Global Services PMI   ,50.9,49.8,50.1,USD-S&P Global Services PMI   
2023/10/25,14:00,USD,New Home Sales ,759000.0,680000.0,676000.0,USD-New Home Sales 
2023/10/25,14:30,USD,Crude Oil Inventories,1371000.0,239000.0,-4491000.0,USD-Crude Oil Inventories
2023/10/25,20:35,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/10/26,12:15,EUR,Deposit Facility Rate ,0.04,0.04,0.04,EUR-Deposit Facility Rate 
2023/10/26,12:15,EUR,ECB Interest Rate Decision ,0.045,0.045,0.045,EUR-ECB Interest Rate Decision 
2023/10/26,12:30,USD,Durable Goods Orders (MoM) ,0.047,0.017,-0.001,USD-Durable Goods Orders (MoM) 
2023/10/26,12:30,USD,GDP (QoQ)   ,0.049,0.043,0.021,USD-GDP (QoQ)   
2023/10/26,12:30,USD,Initial Jobless Claims,210000.0,208000.0,200000.0,USD-Initial Jobless Claims
2023/10/26,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/10/27,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.001,USD-Core PCE Price Index (MoM) 
2023/10/27,12:30,USD,Core PCE Price Index (YoY) ,0.037,0.037,0.038,USD-Core PCE Price Index (YoY) 
2023/10/30,9:00,EUR,German GDP (QoQ)   ,-0.001,-0.003,0.001,EUR-German GDP (QoQ)   
2023/10/30,13:00,EUR,German CPI (MoM)   ,0.0,0.002,0.003,EUR-German CPI (MoM)   
2023/10/31,10:00,EUR,CPI (YoY)   ,0.029,0.031,0.043,EUR-CPI (YoY)   
2023/10/31,13:45,USD,Chicago PMI ,44.0,45.0,44.1,USD-Chicago PMI 
2023/10/31,14:00,USD,CB Consumer Confidence ,102.6,100.0,104.3,USD-CB Consumer Confidence 
2023/11/01,12:15,USD,ADP Nonfarm Employment Change ,113000.0,150000.0,89000.0,USD-ADP Nonfarm Employment Change 
2023/11/01,13:45,USD,S&P Global US Manufacturing PMI ,50.0,50.0,49.8,USD-S&P Global US Manufacturing PMI 
2023/11/01,14:00,USD,ISM Manufacturing PMI ,46.7,49.0,49.0,USD-ISM Manufacturing PMI 
2023/11/01,14:00,USD,ISM Manufacturing Prices ,45.1,45.0,43.8,USD-ISM Manufacturing Prices 
2023/11/01,14:00,USD,JOLTs Job Openings ,9553000.0,9250000.0,9497000.0,USD-JOLTs Job Openings 
2023/11/01,14:30,USD,Crude Oil Inventories,774000.0,1261000.0,1371000.0,USD-Crude Oil Inventories
2023/11/01,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/11/01,18:00,USD,Fed Interest Rate Decision,0.055,0.055,0.055,USD-Fed Interest Rate Decision
2023/11/01,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/11/02,12:30,USD,Initial Jobless Claims,217000.0,210000.0,212000.0,USD-Initial Jobless Claims
2023/11/03,12:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.003,USD-Average Hourly Earnings (MoM) 
2023/11/03,12:30,USD,Nonfarm Payrolls ,150000.0,180000.0,297000.0,USD-Nonfarm Payrolls 
2023/11/03,12:30,USD,Unemployment Rate ,0.039,0.038,0.038,USD-Unemployment Rate 
2023/11/03,13:45,USD,S&P Global Services PMI ,50.6,50.9,50.1,USD-S&P Global Services PMI 
2023/11/03,14:00,USD,ISM Non-Manufacturing PMI ,51.8,53.0,53.6,USD-ISM Non-Manufacturing PMI 
2023/11/03,14:00,USD,ISM Non-Manufacturing Prices ,58.6,56.6,58.9,USD-ISM Non-Manufacturing Prices 
2023/11/08,7:00,EUR,German CPI (MoM) ,0.0,0.0,0.003,EUR-German CPI (MoM) 
2023/11/08,14:15,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/11/08,18:00,USD,10-Year Note Auction,0.045,,0.046,USD-10-Year Note Auction
2023/11/09,13:30,USD,Initial Jobless Claims,217000.0,215000.0,220000.0,USD-Initial Jobless Claims
2023/11/09,18:00,USD,30-Year Bond Auction,0.048,,0.048,USD-30-Year Bond Auction
2023/11/09,19:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/11/14,13:30,USD,Core CPI (MoM) ,0.002,0.003,0.003,USD-Core CPI (MoM) 
2023/11/14,13:30,USD,CPI (YoY) ,0.032,0.033,0.037,USD-CPI (YoY) 
2023/11/14,13:30,USD,CPI (MoM) ,0.0,0.001,0.004,USD-CPI (MoM) 
2023/11/15,13:30,USD,Core Retail Sales (MoM) ,0.001,-0.002,0.008,USD-Core Retail Sales (MoM) 
2023/11/15,13:30,USD,PPI (MoM) ,-0.005,0.001,0.004,USD-PPI (MoM) 
2023/11/15,13:30,USD,Retail Sales (MoM) ,-0.001,-0.003,0.009,USD-Retail Sales (MoM) 
2023/11/15,15:29,USD,Crude Oil Inventories,13869000.0,,774000.0,USD-Crude Oil Inventories
2023/11/15,15:30,USD,Crude Oil Inventories,3600000.0,1793000.0,13869000.0,USD-Crude Oil Inventories
2023/11/16,13:30,USD,Initial Jobless Claims,231000.0,220000.0,218000.0,USD-Initial Jobless Claims
2023/11/16,13:30,USD,Philadelphia Fed Manufacturing Index ,-5.9,-9.0,-9.0,USD-Philadelphia Fed Manufacturing Index 
2023/11/17,10:00,EUR,CPI (YoY) ,0.029,0.029,0.043,EUR-CPI (YoY) 
2023/11/21,15:00,USD,Existing Home Sales ,3790000.0,3900000.0,3950000.0,USD-Existing Home Sales 
2023/11/21,19:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/11/22,13:30,USD,Durable Goods Orders (MoM) ,-0.054,-0.031,0.04,USD-Durable Goods Orders (MoM) 
2023/11/22,13:30,USD,Initial Jobless Claims,209000.0,225000.0,233000.0,USD-Initial Jobless Claims
2023/11/22,15:30,USD,Crude Oil Inventories,8701000.0,1160000.0,3592000.0,USD-Crude Oil Inventories
2023/11/24,7:00,EUR,German GDP (QoQ) ,-0.001,-0.001,0.0,EUR-German GDP (QoQ) 
2023/11/24,14:45,USD,S&P Global US Manufacturing PMI   ,49.4,49.8,50.0,USD-S&P Global US Manufacturing PMI   
2023/11/24,14:45,USD,S&P Global Services PMI   ,50.8,50.4,50.6,USD-S&P Global Services PMI   
2023/11/27,15:00,USD,New Home Sales ,679000.0,721000.0,719000.0,USD-New Home Sales 
2023/11/28,15:00,USD,CB Consumer Confidence ,102.0,101.0,99.1,USD-CB Consumer Confidence 
2023/11/29,13:00,EUR,German CPI (MoM)   ,-0.004,-0.002,0.0,EUR-German CPI (MoM)   
2023/11/29,13:30,USD,GDP (QoQ)   ,0.052,0.049,0.021,USD-GDP (QoQ)   
2023/11/29,15:30,USD,Crude Oil Inventories,1609000.0,-933000.0,8701000.0,USD-Crude Oil Inventories
2023/11/30,10:00,EUR,CPI (YoY)   ,0.024,0.027,0.029,EUR-CPI (YoY)   
2023/11/30,13:30,USD,Core PCE Price Index (MoM) ,0.002,0.002,0.003,USD-Core PCE Price Index (MoM) 
2023/11/30,13:30,USD,Core PCE Price Index (YoY) ,0.035,0.035,0.037,USD-Core PCE Price Index (YoY) 
2023/11/30,13:30,USD,Initial Jobless Claims,218000.0,220000.0,211000.0,USD-Initial Jobless Claims
2023/11/30,14:45,USD,Chicago PMI ,55.8,45.4,44.0,USD-Chicago PMI 
2023/12/01,14:45,USD,S&P Global US Manufacturing PMI ,49.4,49.4,50.0,USD-S&P Global US Manufacturing PMI 
2023/12/01,15:00,USD,ISM Manufacturing PMI ,46.7,47.6,46.7,USD-ISM Manufacturing PMI 
2023/12/01,15:00,USD,ISM Manufacturing Prices ,49.9,46.2,45.1,USD-ISM Manufacturing Prices 
2023/12/01,16:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/12/01,19:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/12/05,14:45,USD,S&P Global Services PMI ,50.8,50.8,50.6,USD-S&P Global Services PMI 
