PubDate,PubTime,Currency,Event,Actual,Forecast,Previous,CurrEvent
2023/02/01,15:30,USD,Crude Oil Inventories,4140000.0,376000.0,533000.0,USD-Crude Oil Inventories
2023/02/01,19:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/02/01,19:00,USD,Fed Interest Rate Decision,0.048,0.048,0.045,USD-Fed Interest Rate Decision
2023/02/01,19:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/02/02,13:15,EUR,Deposit Facility Rate ,0.025,0.025,0.02,EUR-Deposit Facility Rate 
2023/02/02,13:15,EUR,ECB Interest Rate Decision ,0.03,0.03,0.025,EUR-ECB Interest Rate Decision 
2023/02/02,13:30,USD,Initial Jobless Claims,183000.0,200000.0,186000.0,USD-Initial Jobless Claims
2023/02/02,13:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/02/03,13:30,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.004,USD-Average Hourly Earnings (MoM) 
2023/02/03,13:30,USD,Nonfarm Payrolls ,517000.0,185000.0,260000.0,USD-Nonfarm Payrolls 
2023/02/03,13:30,USD,Unemployment Rate ,0.034,0.036,0.035,USD-Unemployment Rate 
2023/02/03,14:45,USD,S&P Global Services PMI ,46.8,46.6,44.7,USD-S&P Global Services PMI 
2023/02/03,15:00,USD,ISM Non-Manufacturing PMI ,55.2,50.4,49.2,USD-ISM Non-Manufacturing PMI 
2023/02/03,15:00,USD,ISM Non-Manufacturing Prices ,67.8,,68.1,USD-ISM Non-Manufacturing Prices 
2023/02/07,17:40,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/02/08,15:30,USD,Crude Oil Inventories,2423000.0,2457000.0,4140000.0,USD-Crude Oil Inventories
2023/02/08,18:01,USD,10-Year Note Auction,0.036,,0.036,USD-10-Year Note Auction
2023/02/09,7:00,EUR,German CPI (MoM)   ,0.01,0.008,-0.008,EUR-German CPI (MoM)   
2023/02/09,13:30,USD,Initial Jobless Claims,196000.0,190000.0,183000.0,USD-Initial Jobless Claims
2023/02/09,18:00,USD,30-Year Bond Auction,0.037,,0.036,USD-30-Year Bond Auction
2023/02/14,13:30,USD,Core CPI (MoM) ,0.004,0.004,0.004,USD-Core CPI (MoM) 
2023/02/14,13:30,USD,CPI (MoM) ,0.005,0.005,0.001,USD-CPI (MoM) 
2023/02/14,13:30,USD,CPI (YoY) ,0.064,0.062,0.065,USD-CPI (YoY) 
2023/02/15,13:30,USD,Core Retail Sales (MoM) ,0.023,0.008,-0.009,USD-Core Retail Sales (MoM) 
2023/02/15,13:30,USD,Retail Sales (MoM) ,0.03,0.018,-0.011,USD-Retail Sales (MoM) 
2023/02/15,15:30,USD,Crude Oil Inventories,16283000.0,1166000.0,2423000.0,USD-Crude Oil Inventories
2023/02/16,13:30,USD,Initial Jobless Claims,194000.0,200000.0,195000.0,USD-Initial Jobless Claims
2023/02/16,13:30,USD,Philadelphia Fed Manufacturing Index ,-24.3,-7.4,-8.9,USD-Philadelphia Fed Manufacturing Index 
2023/02/16,13:30,USD,PPI (MoM) ,0.007,0.004,-0.002,USD-PPI (MoM) 
2023/02/21,14:45,USD,S&P Global US Manufacturing PMI   ,47.8,47.1,46.9,USD-S&P Global US Manufacturing PMI   
2023/02/21,14:45,USD,S&P Global Services PMI   ,50.5,47.2,46.8,USD-S&P Global Services PMI   
2023/02/21,15:00,USD,Existing Home Sales ,4000000.0,4100000.0,4030000.0,USD-Existing Home Sales 
2023/02/22,7:00,EUR,German CPI (MoM) ,0.01,0.01,-0.008,EUR-German CPI (MoM) 
2023/02/22,19:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/02/23,10:00,EUR,CPI (YoY) ,0.086,0.086,0.092,EUR-CPI (YoY) 
2023/02/23,13:30,USD,GDP (QoQ)   ,0.027,0.029,0.032,USD-GDP (QoQ)   
2023/02/23,13:30,USD,Initial Jobless Claims,192000.0,200000.0,195000.0,USD-Initial Jobless Claims
2023/02/23,16:00,USD,Crude Oil Inventories,7648000.0,2083000.0,16283000.0,USD-Crude Oil Inventories
2023/02/24,7:00,EUR,German GDP (QoQ) ,-0.004,-0.002,-0.002,EUR-German GDP (QoQ) 
2023/02/24,13:30,USD,Core PCE Price Index (YoY) ,0.047,0.043,0.046,USD-Core PCE Price Index (YoY) 
2023/02/24,13:30,USD,Core PCE Price Index (MoM) ,0.006,0.004,0.004,USD-Core PCE Price Index (MoM) 
2023/02/24,15:00,USD,New Home Sales ,670000.0,620000.0,625000.0,USD-New Home Sales 
2023/02/27,13:30,USD,Durable Goods Orders (MoM) ,-0.045,-0.04,0.051,USD-Durable Goods Orders (MoM) 
2023/02/28,14:45,USD,Chicago PMI ,43.6,45.0,44.3,USD-Chicago PMI 
2023/02/28,15:00,USD,CB Consumer Confidence ,102.9,108.5,106.0,USD-CB Consumer Confidence 
2023/03/01,13:00,EUR,German CPI (MoM)   ,0.008,0.006,0.01,EUR-German CPI (MoM)   
2023/03/01,14:45,USD,S&P Global US Manufacturing PMI ,47.3,47.8,46.9,USD-S&P Global US Manufacturing PMI 
2023/03/01,15:00,USD,ISM Manufacturing PMI ,47.7,48.0,47.4,USD-ISM Manufacturing PMI 
2023/03/01,15:00,USD,ISM Manufacturing Prices ,51.3,45.1,44.5,USD-ISM Manufacturing Prices 
2023/03/01,15:30,USD,Crude Oil Inventories,1165000.0,457000.0,7648000.0,USD-Crude Oil Inventories
2023/03/02,10:00,EUR,CPI (YoY)   ,0.085,0.082,0.086,EUR-CPI (YoY)   
2023/03/02,13:30,USD,Initial Jobless Claims,190000.0,195000.0,192000.0,USD-Initial Jobless Claims
2023/03/03,14:45,USD,S&P Global Services PMI ,50.6,50.5,46.8,USD-S&P Global Services PMI 
2023/03/03,15:00,USD,Fed Monetary Policy Report  ,,,,USD-Fed Monetary Policy Report  
2023/03/03,15:00,USD,ISM Non-Manufacturing PMI ,55.1,54.5,55.2,USD-ISM Non-Manufacturing PMI 
2023/03/03,15:00,USD,ISM Non-Manufacturing Prices ,65.6,,67.8,USD-ISM Non-Manufacturing Prices 
2023/03/07,15:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2023/03/08,13:15,USD,ADP Nonfarm Employment Change ,242000.0,200000.0,119000.0,USD-ADP Nonfarm Employment Change 
2023/03/08,15:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2023/03/08,15:00,USD,JOLTs Job Openings ,10824000.0,10500000.0,11234000.0,USD-JOLTs Job Openings 
2023/03/08,15:30,USD,Crude Oil Inventories,-1694000.0,395000.0,1165000.0,USD-Crude Oil Inventories
2023/03/08,18:00,USD,10-Year Note Auction,0.04,,0.036,USD-10-Year Note Auction
2023/03/09,13:30,USD,Initial Jobless Claims,211000.0,195000.0,190000.0,USD-Initial Jobless Claims
2023/03/09,18:00,USD,30-Year Bond Auction,0.039,,0.037,USD-30-Year Bond Auction
2023/03/10,7:00,EUR,German CPI (MoM) ,0.008,0.008,0.01,EUR-German CPI (MoM) 
2023/03/10,13:30,USD,Average Hourly Earnings (MoM) ,0.002,0.003,0.003,USD-Average Hourly Earnings (MoM) 
2023/03/10,13:30,USD,Nonfarm Payrolls ,311000.0,205000.0,504000.0,USD-Nonfarm Payrolls 
2023/03/10,13:30,USD,Unemployment Rate ,0.036,0.034,0.034,USD-Unemployment Rate 
2023/03/13,13:00,USD,U.S. President Biden Speaks  ,,,,USD-U.S. President Biden Speaks  
2023/03/14,12:30,USD,Core CPI (MoM) ,0.005,0.004,0.004,USD-Core CPI (MoM) 
2023/03/14,12:30,USD,CPI (MoM) ,0.004,0.004,0.005,USD-CPI (MoM) 
2023/03/14,12:30,USD,CPI (YoY) ,0.06,0.06,0.064,USD-CPI (YoY) 
2023/03/15,12:30,USD,Core Retail Sales (MoM) ,-0.001,-0.001,0.024,USD-Core Retail Sales (MoM) 
2023/03/15,12:30,USD,PPI (MoM) ,-0.001,0.003,0.003,USD-PPI (MoM) 
2023/03/15,12:30,USD,Retail Sales (MoM) ,-0.004,-0.003,0.032,USD-Retail Sales (MoM) 
2023/03/15,14:30,USD,Crude Oil Inventories,1550000.0,1188000.0,-1694000.0,USD-Crude Oil Inventories
2023/03/16,12:30,USD,Initial Jobless Claims,192000.0,205000.0,212000.0,USD-Initial Jobless Claims
2023/03/16,12:30,USD,Philadelphia Fed Manufacturing Index ,-23.2,-15.6,-24.3,USD-Philadelphia Fed Manufacturing Index 
2023/03/16,13:15,EUR,Deposit Facility Rate ,0.03,0.03,0.025,EUR-Deposit Facility Rate 
2023/03/16,13:15,EUR,ECB Interest Rate Decision ,0.035,0.035,0.03,EUR-ECB Interest Rate Decision 
2023/03/16,13:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/03/17,10:00,EUR,CPI (YoY) ,0.085,0.085,0.086,EUR-CPI (YoY) 
2023/03/21,14:00,USD,Existing Home Sales,4580000.0,4190000.0,4000000.0,USD-Existing Home Sales
2023/03/22,14:30,USD,Crude Oil Inventories,1117000.0,-1565000.0,1550000.0,USD-Crude Oil Inventories
2023/03/22,18:00,USD,FOMC Economic Projections  ,,,,USD-FOMC Economic Projections  
2023/03/22,18:00,USD,Fed Interest Rate Decision,0.05,0.05,0.048,USD-Fed Interest Rate Decision
2023/03/22,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/03/23,12:30,USD,Initial Jobless Claims,191000.0,197000.0,192000.0,USD-Initial Jobless Claims
2023/03/23,14:00,USD,New Home Sales ,640000.0,650000.0,633000.0,USD-New Home Sales 
2023/03/24,12:30,USD,Durable Goods Orders (MoM) ,-0.01,0.006,-0.05,USD-Durable Goods Orders (MoM) 
2023/03/24,13:45,USD,S&P Global US Manufacturing PMI   ,49.3,47.0,47.3,USD-S&P Global US Manufacturing PMI   
2023/03/24,13:45,USD,S&P Global Services PMI   ,53.8,50.5,50.6,USD-S&P Global Services PMI   
2023/03/28,14:00,USD,CB Consumer Confidence ,104.2,101.0,103.4,USD-CB Consumer Confidence 
2023/03/29,14:30,USD,Crude Oil Inventories,-7489000.0,92000.0,1117000.0,USD-Crude Oil Inventories
2023/03/30,12:00,EUR,German CPI (MoM)   ,0.008,0.007,0.008,EUR-German CPI (MoM)   
2023/03/30,12:30,USD,GDP (QoQ) ,0.026,0.027,0.032,USD-GDP (QoQ) 
2023/03/30,12:30,USD,Initial Jobless Claims,198000.0,196000.0,191000.0,USD-Initial Jobless Claims
2023/03/31,9:00,EUR,CPI (YoY)   ,0.069,0.071,0.085,EUR-CPI (YoY)   
2023/03/31,12:30,USD,Core PCE Price Index (YoY) ,0.046,0.047,0.047,USD-Core PCE Price Index (YoY) 
2023/03/31,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.004,0.005,USD-Core PCE Price Index (MoM) 
2023/03/31,13:45,USD,Chicago PMI ,43.8,43.4,43.6,USD-Chicago PMI 
2023/04/03,13:45,USD,S&P Global US Manufacturing PMI ,49.2,49.3,47.3,USD-S&P Global US Manufacturing PMI 
2023/04/03,14:00,USD,ISM Manufacturing PMI ,46.3,47.5,47.7,USD-ISM Manufacturing PMI 
2023/04/03,14:00,USD,ISM Manufacturing Prices ,49.2,51.2,51.3,USD-ISM Manufacturing Prices 
2023/04/04,14:00,USD,JOLTs Job Openings ,9931000.0,10400000.0,10563000.0,USD-JOLTs Job Openings 
2023/04/05,12:15,USD,ADP Nonfarm Employment Change ,145000.0,200000.0,261000.0,USD-ADP Nonfarm Employment Change 
2023/04/05,13:45,USD,S&P Global Services PMI ,52.6,53.8,50.6,USD-S&P Global Services PMI 
2023/04/05,14:00,USD,ISM Non-Manufacturing PMI ,51.2,54.5,55.1,USD-ISM Non-Manufacturing PMI 
2023/04/05,14:00,USD,ISM Non-Manufacturing Prices ,59.5,65.0,65.6,USD-ISM Non-Manufacturing Prices 
2023/04/05,14:30,USD,Crude Oil Inventories,-3739000.0,-2329000.0,-7489000.0,USD-Crude Oil Inventories
2023/04/06,12:30,USD,Initial Jobless Claims,228000.0,200000.0,246000.0,USD-Initial Jobless Claims
2023/04/07,12:30,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.002,USD-Average Hourly Earnings (MoM) 
2023/04/07,12:30,USD,Nonfarm Payrolls ,236000.0,239000.0,326000.0,USD-Nonfarm Payrolls 
2023/04/07,12:30,USD,Unemployment Rate ,0.035,0.036,0.036,USD-Unemployment Rate 
2023/04/12,12:30,USD,Core CPI (MoM) ,0.004,0.004,0.005,USD-Core CPI (MoM) 
2023/04/12,12:30,USD,CPI (YoY) ,0.05,0.052,0.06,USD-CPI (YoY) 
2023/04/12,12:30,USD,CPI (MoM) ,0.001,0.002,0.004,USD-CPI (MoM) 
2023/04/12,14:30,USD,Crude Oil Inventories,597000.0,-583000.0,-3739000.0,USD-Crude Oil Inventories
2023/04/12,17:00,USD,10-Year Note Auction,0.035,,0.04,USD-10-Year Note Auction
2023/04/12,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/04/13,6:00,EUR,German CPI (MoM) ,0.008,0.008,0.008,EUR-German CPI (MoM) 
2023/04/13,12:30,USD,Initial Jobless Claims,239000.0,232000.0,228000.0,USD-Initial Jobless Claims
2023/04/13,12:30,USD,PPI (MoM) ,-0.005,0.001,0.0,USD-PPI (MoM) 
2023/04/13,17:00,USD,30-Year Bond Auction,0.037,,0.039,USD-30-Year Bond Auction
2023/04/14,12:30,USD,Core Retail Sales (MoM) ,-0.008,-0.003,0.0,USD-Core Retail Sales (MoM) 
2023/04/14,12:30,USD,Retail Sales (MoM) ,-0.01,-0.004,-0.002,USD-Retail Sales (MoM) 
2023/04/19,9:00,EUR,CPI (YoY) ,0.069,0.069,0.085,EUR-CPI (YoY) 
2023/04/19,14:30,USD,Crude Oil Inventories,-4581000.0,-1088000.0,597000.0,USD-Crude Oil Inventories
2023/04/20,12:30,USD,Initial Jobless Claims,245000.0,240000.0,240000.0,USD-Initial Jobless Claims
2023/04/20,12:30,USD,Philadelphia Fed Manufacturing Index ,-31.3,-19.2,-23.2,USD-Philadelphia Fed Manufacturing Index 
2023/04/20,14:00,USD,Existing Home Sales ,4440000.0,4500000.0,4550000.0,USD-Existing Home Sales 
2023/04/21,13:45,USD,S&P Global US Manufacturing PMI   ,50.4,49.0,49.2,USD-S&P Global US Manufacturing PMI   
2023/04/21,13:45,USD,S&P Global Services PMI   ,53.7,51.5,52.6,USD-S&P Global Services PMI   
2023/04/25,14:00,USD,CB Consumer Confidence ,101.3,104.0,104.0,USD-CB Consumer Confidence 
2023/04/25,14:00,USD,New Home Sales ,683000.0,630000.0,623000.0,USD-New Home Sales 
2023/04/26,12:30,USD,Durable Goods Orders (MoM) ,0.032,0.007,-0.012,USD-Durable Goods Orders (MoM) 
2023/04/26,14:30,USD,Crude Oil Inventories,-5054000.0,-1486000.0,-4581000.0,USD-Crude Oil Inventories
2023/04/27,12:30,USD,GDP (QoQ)   ,0.011,0.02,0.026,USD-GDP (QoQ)   
2023/04/27,12:30,USD,Initial Jobless Claims,230000.0,248000.0,246000.0,USD-Initial Jobless Claims
2023/04/28,8:00,EUR,German GDP (QoQ)   ,-0.001,0.003,0.008,EUR-German GDP (QoQ)   
2023/04/28,12:00,EUR,German CPI (MoM)   ,0.004,0.006,0.008,EUR-German CPI (MoM)   
2023/04/28,12:30,USD,Core PCE Price Index (YoY) ,0.046,0.045,0.047,USD-Core PCE Price Index (YoY) 
2023/04/28,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.003,USD-Core PCE Price Index (MoM) 
2023/04/28,13:45,USD,Chicago PMI ,48.6,43.5,43.8,USD-Chicago PMI 
2023/05/01,13:45,USD,S&P Global US Manufacturing PMI ,50.2,50.4,49.2,USD-S&P Global US Manufacturing PMI 
2023/05/01,14:00,USD,ISM Manufacturing PMI ,47.1,46.8,46.3,USD-ISM Manufacturing PMI 
2023/05/01,14:00,USD,ISM Manufacturing Prices ,53.2,49.0,49.2,USD-ISM Manufacturing Prices 
2023/05/02,9:00,EUR,CPI (YoY)   ,0.07,0.07,0.069,EUR-CPI (YoY)   
2023/05/02,14:00,USD,JOLTs Job Openings ,9590000.0,9775000.0,9974000.0,USD-JOLTs Job Openings 
2023/05/03,12:15,USD,ADP Nonfarm Employment Change ,296000.0,148000.0,142000.0,USD-ADP Nonfarm Employment Change 
2023/05/03,13:45,USD,S&P Global Services PMI ,53.6,53.7,52.6,USD-S&P Global Services PMI 
2023/05/03,14:00,USD,ISM Non-Manufacturing PMI ,51.9,51.8,51.2,USD-ISM Non-Manufacturing PMI 
2023/05/03,14:00,USD,ISM Non-Manufacturing Prices ,59.6,59.9,59.5,USD-ISM Non-Manufacturing Prices 
2023/05/03,14:30,USD,Crude Oil Inventories,-1280000.0,-1100000.0,-5054000.0,USD-Crude Oil Inventories
2023/05/03,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/05/03,18:00,USD,Fed Interest Rate Decision,0.052,0.052,0.05,USD-Fed Interest Rate Decision
2023/05/03,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/05/04,12:15,EUR,Deposit Facility Rate ,0.033,0.033,0.03,EUR-Deposit Facility Rate 
2023/05/04,12:15,EUR,ECB Interest Rate Decision ,0.037,0.037,0.035,EUR-ECB Interest Rate Decision 
2023/05/04,12:30,USD,Initial Jobless Claims,242000.0,240000.0,229000.0,USD-Initial Jobless Claims
2023/05/04,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/05/05,12:30,USD,Average Hourly Earnings (MoM) ,0.005,0.003,0.003,USD-Average Hourly Earnings (MoM) 
2023/05/05,12:30,USD,Nonfarm Payrolls ,253000.0,180000.0,165000.0,USD-Nonfarm Payrolls 
2023/05/05,12:30,USD,Unemployment Rate ,0.034,0.036,0.035,USD-Unemployment Rate 
2023/05/10,6:00,EUR,German CPI (MoM) ,0.004,0.004,0.008,EUR-German CPI (MoM) 
2023/05/10,12:30,USD,Core CPI (MoM) ,0.004,0.004,0.004,USD-Core CPI (MoM) 
2023/05/10,12:30,USD,CPI (YoY) ,0.049,0.05,0.05,USD-CPI (YoY) 
2023/05/10,12:30,USD,CPI (MoM) ,0.004,0.004,0.001,USD-CPI (MoM) 
2023/05/10,14:30,USD,Crude Oil Inventories,2951000.0,-917000.0,-1280000.0,USD-Crude Oil Inventories
2023/05/10,17:00,USD,10-Year Note Auction,0.035,,0.035,USD-10-Year Note Auction
2023/05/11,12:30,USD,Initial Jobless Claims,264000.0,245000.0,242000.0,USD-Initial Jobless Claims
2023/05/11,12:30,USD,PPI (MoM) ,0.002,0.003,-0.004,USD-PPI (MoM) 
2023/05/11,17:00,USD,30-Year Bond Auction,0.037,,0.037,USD-30-Year Bond Auction
2023/05/16,12:30,USD,Core Retail Sales (MoM) ,0.004,0.004,-0.005,USD-Core Retail Sales (MoM) 
2023/05/16,12:30,USD,Retail Sales (MoM) ,0.004,0.008,-0.007,USD-Retail Sales (MoM) 
2023/05/17,9:00,EUR,CPI (YoY) ,0.07,0.07,0.069,EUR-CPI (YoY) 
2023/05/17,14:30,USD,Crude Oil Inventories,5040000.0,-920000.0,2951000.0,USD-Crude Oil Inventories
2023/05/18,12:30,USD,Initial Jobless Claims,242000.0,254000.0,264000.0,USD-Initial Jobless Claims
2023/05/18,12:30,USD,Philadelphia Fed Manufacturing Index ,-10.4,-19.8,-31.3,USD-Philadelphia Fed Manufacturing Index 
2023/05/18,14:00,USD,Existing Home Sales ,4280000.0,4300000.0,4430000.0,USD-Existing Home Sales 
2023/05/19,15:00,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/05/23,13:45,USD,S&P Global US Manufacturing PMI   ,48.5,50.0,50.2,USD-S&P Global US Manufacturing PMI   
2023/05/23,13:45,USD,S&P Global Services PMI   ,55.1,52.6,53.6,USD-S&P Global Services PMI   
2023/05/23,14:00,USD,New Home Sales ,683000.0,663000.0,656000.0,USD-New Home Sales 
2023/05/23,16:30,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/05/24,14:30,USD,Crude Oil Inventories,-12456000.0,-920000.0,5040000.0,USD-Crude Oil Inventories
2023/05/24,18:00,USD,FOMC Meeting Minutes  ,,,,USD-FOMC Meeting Minutes  
2023/05/25,6:00,EUR,German GDP (QoQ) ,-0.003,-0.001,-0.004,EUR-German GDP (QoQ) 
2023/05/25,12:30,USD,GDP (QoQ)   ,0.013,0.011,0.026,USD-GDP (QoQ)   
2023/05/25,12:30,USD,Initial Jobless Claims,229000.0,250000.0,225000.0,USD-Initial Jobless Claims
2023/05/26,12:30,USD,Core PCE Price Index (MoM) ,0.004,0.003,0.003,USD-Core PCE Price Index (MoM) 
2023/05/26,12:30,USD,Core PCE Price Index (YoY) ,0.047,0.046,0.046,USD-Core PCE Price Index (YoY) 
2023/05/26,12:30,USD,Durable Goods Orders (MoM) ,0.011,-0.01,0.033,USD-Durable Goods Orders (MoM) 
2023/05/30,14:00,USD,CB Consumer Confidence ,102.3,99.0,103.7,USD-CB Consumer Confidence 
2023/05/31,12:00,EUR,German CPI (MoM)   ,-0.001,0.006,0.004,EUR-German CPI (MoM)   
2023/05/31,13:45,USD,Chicago PMI ,40.4,47.0,48.6,USD-Chicago PMI 
2023/05/31,14:00,USD,JOLTs Job Openings ,10103000.0,9775000.0,9745000.0,USD-JOLTs Job Openings 
2023/06/01,9:00,EUR,CPI (YoY)   ,0.061,0.063,0.07,EUR-CPI (YoY)   
2023/06/01,12:15,USD,ADP Nonfarm Employment Change ,278000.0,170000.0,291000.0,USD-ADP Nonfarm Employment Change 
2023/06/01,12:30,USD,Initial Jobless Claims,232000.0,235000.0,230000.0,USD-Initial Jobless Claims
2023/06/01,13:45,USD,S&P Global US Manufacturing PMI ,48.4,48.5,50.2,USD-S&P Global US Manufacturing PMI 
2023/06/01,14:00,USD,ISM Manufacturing PMI ,46.9,47.0,47.1,USD-ISM Manufacturing PMI 
2023/06/01,14:00,USD,ISM Manufacturing Prices ,44.2,52.0,53.2,USD-ISM Manufacturing Prices 
2023/06/01,15:00,USD,Crude Oil Inventories,4488000.0,-1101000.0,-12456000.0,USD-Crude Oil Inventories
2023/06/02,12:30,USD,Average Hourly Earnings (MoM) ,0.003,0.004,0.004,USD-Average Hourly Earnings (MoM) 
2023/06/02,12:30,USD,Nonfarm Payrolls ,339000.0,180000.0,294000.0,USD-Nonfarm Payrolls 
2023/06/02,12:30,USD,Unemployment Rate ,0.037,0.035,0.034,USD-Unemployment Rate 
2023/06/05,13:45,USD,S&P Global Services PMI ,54.9,55.1,53.6,USD-S&P Global Services PMI 
2023/06/05,14:00,USD,ISM Non-Manufacturing PMI ,50.3,52.2,51.9,USD-ISM Non-Manufacturing PMI 
2023/06/05,14:00,USD,ISM Non-Manufacturing Prices ,56.2,57.8,59.6,USD-ISM Non-Manufacturing Prices 
2023/06/07,14:30,USD,Crude Oil Inventories,-451000.0,1022000.0,4488000.0,USD-Crude Oil Inventories
2023/06/08,12:30,USD,Initial Jobless Claims,261000.0,235000.0,233000.0,USD-Initial Jobless Claims
2023/06/12,17:00,USD,10-Year Note Auction,0.038,,0.035,USD-10-Year Note Auction
2023/06/13,6:00,EUR,German CPI (MoM) ,-0.001,-0.001,0.004,EUR-German CPI (MoM) 
2023/06/13,12:30,USD,Core CPI (MoM) ,0.004,0.004,0.004,USD-Core CPI (MoM) 
2023/06/13,12:30,USD,CPI (MoM) ,0.001,0.002,0.004,USD-CPI (MoM) 
2023/06/13,12:30,USD,CPI (YoY) ,0.04,0.041,0.049,USD-CPI (YoY) 
2023/06/13,17:00,USD,30-Year Bond Auction,0.039,,0.037,USD-30-Year Bond Auction
2023/06/14,12:30,USD,PPI (MoM) ,-0.003,-0.001,0.002,USD-PPI (MoM) 
2023/06/14,14:30,USD,Crude Oil Inventories,7919000.0,1482000.0,-451000.0,USD-Crude Oil Inventories
2023/06/14,18:00,USD,FOMC Economic Projections  ,,,,USD-FOMC Economic Projections  
2023/06/14,18:00,USD,FOMC Statement  ,,,,USD-FOMC Statement  
2023/06/14,18:00,USD,Fed Interest Rate Decision,0.052,0.052,0.052,USD-Fed Interest Rate Decision
2023/06/14,18:30,USD,FOMC Press Conference  ,,,,USD-FOMC Press Conference  
2023/06/15,12:15,EUR,Deposit Facility Rate ,0.035,0.035,0.033,EUR-Deposit Facility Rate 
2023/06/15,12:15,EUR,ECB Interest Rate Decision ,0.04,0.04,0.037,EUR-ECB Interest Rate Decision 
2023/06/15,12:30,USD,Core Retail Sales (MoM) ,0.001,0.001,0.004,USD-Core Retail Sales (MoM) 
2023/06/15,12:30,USD,Initial Jobless Claims,262000.0,250000.0,262000.0,USD-Initial Jobless Claims
2023/06/15,12:30,USD,Philadelphia Fed Manufacturing Index ,-13.7,-13.5,-10.4,USD-Philadelphia Fed Manufacturing Index 
2023/06/15,12:30,USD,Retail Sales (MoM) ,0.003,-0.001,0.004,USD-Retail Sales (MoM) 
2023/06/15,12:45,EUR,ECB Press Conference  ,,,,EUR-ECB Press Conference  
2023/06/16,9:00,EUR,CPI (YoY) ,0.061,0.061,0.07,EUR-CPI (YoY) 
2023/06/16,15:00,USD,Fed Monetary Policy Report  ,,,,USD-Fed Monetary Policy Report  
2023/06/21,14:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2023/06/22,12:30,USD,Initial Jobless Claims,264000.0,260000.0,264000.0,USD-Initial Jobless Claims
2023/06/22,14:00,USD,Existing Home Sales ,4300000.0,4250000.0,4290000.0,USD-Existing Home Sales 
2023/06/22,14:00,USD,Fed Chair Powell Testifies  ,,,,USD-Fed Chair Powell Testifies  
2023/06/22,15:00,USD,Crude Oil Inventories,-3831000.0,329000.0,7919000.0,USD-Crude Oil Inventories
2023/06/23,13:45,USD,S&P Global US Manufacturing PMI   ,46.3,48.5,48.4,USD-S&P Global US Manufacturing PMI   
2023/06/23,13:45,USD,S&P Global Services PMI   ,54.1,54.0,54.9,USD-S&P Global Services PMI   
2023/06/27,12:30,USD,Durable Goods Orders (MoM) ,0.017,-0.01,0.012,USD-Durable Goods Orders (MoM) 
2023/06/27,14:00,USD,CB Consumer Confidence ,109.7,104.0,102.5,USD-CB Consumer Confidence 
2023/06/27,14:00,USD,New Home Sales ,763000.0,675000.0,680000.0,USD-New Home Sales 
2023/06/28,13:30,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/06/28,14:30,USD,Crude Oil Inventories,-9603000.0,-1757000.0,-3831000.0,USD-Crude Oil Inventories
2023/06/29,6:30,USD,Fed Chair Powell Speaks  ,,,,USD-Fed Chair Powell Speaks  
2023/06/29,12:00,EUR,German CPI (MoM)   ,0.003,0.002,-0.001,EUR-German CPI (MoM)   
2023/06/29,12:30,USD,GDP (QoQ) ,0.02,0.014,0.026,USD-GDP (QoQ) 
2023/06/29,12:30,USD,Initial Jobless Claims,239000.0,266000.0,265000.0,USD-Initial Jobless Claims
2023/06/30,9:00,EUR,CPI (YoY)   ,0.055,0.056,0.061,EUR-CPI (YoY)   
2023/06/30,12:30,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.004,USD-Core PCE Price Index (MoM) 
2023/06/30,12:30,USD,Core PCE Price Index (YoY) ,0.046,0.047,0.047,USD-Core PCE Price Index (YoY) 
2023/06/30,13:45,USD,Chicago PMI ,41.5,44.0,40.4,USD-Chicago PMI 
2023/07/03,13:45,USD,S&P Global US Manufacturing PMI ,46.3,46.3,48.4,USD-S&P Global US Manufacturing PMI 
