PubDate,PubTime,Currency,Variable,Actual,Forecast,Previous,CurrVariable,PrevDate,PrevIndex,NextDate,NextIndex,CurrIndex,PrevH,PrevHIndex,CurrHIndex,NextH,NextHIndex
2023-03-10,17:00,USD,Nonfarm Payrolls ,311000.0,205000.0,504000.0,USD-Nonfarm Payrolls,2023/03/09,1.05847,2023/03/12,1.06837,,16:00,1.0659844875335691,1.067235827445984,18:00,1.0646226406097412
2023-03-10,17:00,USD,Unemployment Rate ,0.036,0.034,0.034,USD-Unemployment Rate,2023/03/09,1.05847,2023/03/12,1.06837,,16:00,1.0659844875335691,1.067235827445984,18:00,1.0646226406097412
2023-03-13,16:30,USD,U.S. President Biden Speaks,,,,USD-U.S. President Biden Speaks,2023/03/12,1.06837,2023/03/14,1.07277,1.0725,16:00,1.0742292404174805,,17:00,1.0743446350097656
2023-03-14,16:00,USD,Core CPI (MoM) ,0.005,0.004,0.004,USD-Core CPI (MoM),2023/03/13,1.0725,2023/03/15,1.05834,1.07277,15:00,1.0726161003112793,1.072041153907776,17:00,1.073767900466919
2023-03-14,16:00,USD,CPI (MoM) ,0.004,0.004,0.005,USD-CPI (MoM),2023/03/13,1.0725,2023/03/15,1.05834,1.07277,15:00,1.0726161003112793,1.072041153907776,17:00,1.073767900466919
2023-03-14,16:00,USD,CPI (YoY) ,0.06,0.06,0.064,USD-CPI (YoY),2023/03/13,1.0725,2023/03/15,1.05834,1.07277,15:00,1.0726161003112793,1.072041153907776,17:00,1.073767900466919
2023-03-15,16:00,USD,Core Retail Sales (MoM) ,-0.001,-0.001,0.024,USD-Core Retail Sales (MoM),2023/03/14,1.07277,2023/03/16,1.06141,1.05834,15:00,1.053629755973816,1.0545185804367063,17:00,1.0557432174682615
2023-03-15,16:00,USD,PPI (MoM) ,-0.001,0.003,0.003,USD-PPI (MoM),2023/03/14,1.07277,2023/03/16,1.06141,1.05834,15:00,1.053629755973816,1.0545185804367063,17:00,1.0557432174682615
2023-03-15,16:00,USD,Retail Sales (MoM) ,-0.004,-0.003,0.032,USD-Retail Sales (MoM),2023/03/14,1.07277,2023/03/16,1.06141,1.05834,15:00,1.053629755973816,1.0545185804367063,17:00,1.0557432174682615
2023-03-15,18:00,USD,Crude Oil Inventories,1550000.0,1188000.0,-1694000.0,USD-Crude Oil Inventories,2023/03/14,1.07277,2023/03/16,1.06141,1.05834,17:00,1.0557432174682615,1.058985471725464,19:00,1.0583131313323977
2023-03-16,16:00,USD,Initial Jobless Claims,192000.0,205000.0,212000.0,USD-Initial Jobless Claims,2023/03/15,1.05834,2023/03/19,1.06789,1.06141,15:00,1.0623606443405151,1.062134861946106,17:00,1.0595465898513794
2023-03-16,16:00,USD,Philadelphia Fed Manufacturing Index ,-23.2,-15.6,-24.3,USD-Philadelphia Fed Manufacturing Index,2023/03/15,1.05834,2023/03/19,1.06789,1.06141,15:00,1.0623606443405151,1.062134861946106,17:00,1.0595465898513794
2023-03-16,16:45,EUR,Deposit Facility Rate ,0.03,0.03,0.025,EUR-Deposit Facility Rate,2023/03/15,1.05834,2023/03/19,1.06789,1.06141,16:00,1.062134861946106,,17:00,1.0595465898513794
2023-03-16,16:45,EUR,ECB Interest Rate Decision ,0.035,0.035,0.03,EUR-ECB Interest Rate Decision,2023/03/15,1.05834,2023/03/19,1.06789,1.06141,16:00,1.062134861946106,,17:00,1.0595465898513794
2023-03-16,17:15,EUR,ECB Press Conference,,,,EUR-ECB Press Conference,2023/03/15,1.05834,2023/03/19,1.06789,1.06141,17:00,1.0595465898513794,,18:00,1.0616837739944458
2023-03-17,13:30,EUR,CPI (YoY) ,0.085,0.085,0.086,EUR-CPI (YoY),2023/03/16,1.06141,2023/03/19,1.06789,,13:00,1.063151240348816,,14:00,1.0636035203933716
2023-03-21,17:30,USD,Existing Home Sales,4580000.0,4190000.0,4000000.0,USD-Existing Home Sales,2023/03/20,1.07191,2023/03/22,1.08704,1.07742,17:00,1.076658010482788,,18:00,1.0770059823989868
2023-03-22,18:00,USD,Crude Oil Inventories,1117000.0,-1565000.0,1550000.0,USD-Crude Oil Inventories,2023/03/21,1.07742,2023/03/23,1.08351,1.08704,17:00,1.079563856124878,1.0883761644363403,19:00,1.0868383646011353
2023-03-22,21:30,USD,FOMC Economic Projections,,,,USD-FOMC Economic Projections,2023/03/21,1.07742,2023/03/23,1.08351,1.08704,21:00,1.0862481594085691,,22:00,1.0862481594085691
2023-03-22,21:30,USD,Fed Interest Rate Decision,0.05,0.05,0.0475,USD-Fed Interest Rate Decision,2023/03/21,1.07742,2023/03/23,1.08351,1.08704,21:00,1.0862481594085691,,22:00,1.0862481594085691
2023-03-22,22:00,USD,FOMC Press Conference,,,,USD-FOMC Press Conference,2023/03/21,1.07742,2023/03/23,1.08351,1.08704,21:00,1.0862481594085691,1.0862481594085691,23:00,1.0876659154891968
2023-03-23,16:00,USD,Initial Jobless Claims,191000.0,197000.0,192000.0,USD-Initial Jobless Claims,2023/03/22,1.08704,2023/03/26,1.07782,1.08351,15:00,1.0893245935440063,1.0897995233535769,17:00,1.087074637413025
2023-03-23,17:30,USD,New Home Sales ,640000.0,650000.0,633000.0,USD-New Home Sales,2023/03/22,1.08704,2023/03/26,1.07782,1.08351,17:00,1.087074637413025,,18:00,1.084481120109558
2023-03-24,16:00,USD,Durable Goods Orders (MoM) ,-0.01,0.006,-0.05,USD-Durable Goods Orders (MoM),2023/03/23,1.08351,2023/03/26,1.07782,,15:00,1.076310396194458,1.0759629011154177,17:00,1.0765421390533447
2023-03-24,17:15,USD,S&P Global US Manufacturing PMI ,49.3,47.0,47.3,USD-S&P Global US Manufacturing PMI,2023/03/23,1.08351,2023/03/26,1.07782,,17:00,1.0765421390533447,,18:00,1.076310396194458
2023-03-24,17:15,USD,S&P Global Services PMI ,53.8,50.5,50.6,USD-S&P Global Services PMI,2023/03/23,1.08351,2023/03/26,1.07782,,17:00,1.0765421390533447,,18:00,1.076310396194458
2023-03-28,17:30,USD,CB Consumer Confidence ,104.2,101.0,103.4,USD-CB Consumer Confidence,2023/03/27,1.08071,2023/03/29,1.08436,1.08395,17:00,1.084481120109558,,18:00,1.0841283798217771
2023-03-29,18:00,USD,Crude Oil Inventories,-7489000.0,92000.0,1117000.0,USD-Crude Oil Inventories,2023/03/28,1.08395,2023/03/30,1.09047,1.08436,17:00,1.0830715894699097,1.0850694179534912,19:00,1.0847163200378418
2023-03-30,15:30,EUR,German CPI (MoM) ,0.008,0.007,0.008,EUR-German CPI (MoM),2023/03/29,1.08436,2023/04/02,1.08033,1.09047,15:00,1.0918222665786743,,16:00,1.0901559591293335
2023-03-30,16:00,USD,GDP (QoQ) (Q4),0.026,0.027,0.032,USD-GDP (QoQ),2023/03/29,1.08436,2023/04/02,1.08033,1.09047,15:00,1.0918222665786743,1.0901559591293335,17:00,1.0907504558563232
2023-03-30,16:00,USD,Initial Jobless Claims,198000.0,196000.0,191000.0,USD-Initial Jobless Claims,2023/03/29,1.08436,2023/04/02,1.08033,1.09047,15:00,1.0918222665786743,1.0901559591293335,17:00,1.0907504558563232
2023-03-31,12:30,EUR,CPI (YoY) ,0.069,0.071,0.085,EUR-CPI (YoY),2023/03/30,1.09047,2023/04/02,1.08033,,12:00,1.08695650100708,,13:00,1.0888501405715942
2023-03-31,16:00,USD,Core PCE Price Index (MoM) ,0.003,0.004,0.005,USD-Core PCE Price Index (MoM),2023/03/30,1.09047,2023/04/02,1.08033,,15:00,1.08695650100708,1.0875475406646729,17:00,1.087074637413025
2023-03-31,16:00,USD,Core PCE Price Index (YoY) ,0.046,0.047,0.047,USD-Core PCE Price Index (YoY),2023/03/30,1.09047,2023/04/02,1.08033,,15:00,1.08695650100708,1.0875475406646729,17:00,1.087074637413025
2023-03-31,17:15,USD,Chicago PMI ,43.8,43.4,43.6,USD-Chicago PMI,2023/03/30,1.09047,2023/04/02,1.08033,,17:00,1.087074637413025,,18:00,1.0856584310531616
2023-04-03,17:15,USD,S&P Global US Manufacturing PMI ,49.2,49.3,47.3,USD-S&P Global US Manufacturing PMI,2023/04/02,1.08033,2023/04/04,1.09601,1.09123,17:00,1.089205980300903,,18:00,1.089205980300903
2023-04-03,17:30,USD,ISM Manufacturing PMI ,46.3,47.5,47.7,USD-ISM Manufacturing PMI,2023/04/02,1.08033,2023/04/04,1.09601,1.09123,17:00,1.089205980300903,,18:00,1.089205980300903
2023-04-03,17:30,USD,ISM Manufacturing Prices ,49.2,51.2,51.3,USD-ISM Manufacturing Prices,2023/04/02,1.08033,2023/04/04,1.09601,1.09123,17:00,1.089205980300903,,18:00,1.089205980300903
2023-04-04,17:30,USD,JOLTs Job Openings ,9931000.0,10400000.0,10563000.0,USD-JOLTs Job Openings,2023/04/03,1.09123,2023/04/05,1.09033,1.09601,17:00,1.0949305295944214,,18:00,1.09505033493042
2023-04-05,15:45,USD,ADP Nonfarm Employment Change ,145000.0,200000.0,261000.0,USD-ADP Nonfarm Employment Change,2023/04/04,1.09601,2023/04/06,1.09201,1.09033,15:00,1.0914647579193115,,16:00,1.091941475868225
2023-04-05,17:15,USD,S&P Global Services PMI ,52.6,53.8,50.6,USD-S&P Global Services PMI,2023/04/04,1.09601,2023/04/06,1.09201,1.09033,17:00,1.0900371074676514,,18:00,1.090274691581726
2023-04-05,17:30,USD,ISM Non-Manufacturing PMI ,51.2,54.5,55.1,USD-ISM Non-Manufacturing PMI,2023/04/04,1.09601,2023/04/06,1.09201,1.09033,17:00,1.0900371074676514,,18:00,1.090274691581726
2023-04-05,17:30,USD,ISM Non-Manufacturing Prices ,59.5,65.0,65.6,USD-ISM Non-Manufacturing Prices,2023/04/04,1.09601,2023/04/06,1.09201,1.09033,17:00,1.0900371074676514,,18:00,1.090274691581726
2023-04-05,18:00,USD,Crude Oil Inventories,-3739000.0,-2329000.0,-7489000.0,USD-Crude Oil Inventories,2023/04/04,1.09601,2023/04/06,1.09201,1.09033,17:00,1.0900371074676514,1.090274691581726,19:00,1.091226577758789
2023-04-06,16:00,USD,Initial Jobless Claims,228000.0,200000.0,246000.0,USD-Initial Jobless Claims,2023/04/05,1.09033,2023/04/09,1.09136,1.09201,15:00,1.0925379991531372,1.0928961038589478,17:00,1.093732833862305
2023-04-07,16:00,USD,Average Hourly Earnings (MoM) ,0.003,0.003,0.002,USD-Average Hourly Earnings (MoM),2023/04/06,1.09201,2023/04/09,1.09136,,15:00,1.0917030572891235,1.0914647579193115,17:00,1.0913456678390503
2023-04-07,16:00,USD,Nonfarm Payrolls ,236000.0,239000.0,326000.0,USD-Nonfarm Payrolls,2023/04/06,1.09201,2023/04/09,1.09136,,15:00,1.0917030572891235,1.0914647579193115,17:00,1.0913456678390503
2023-04-07,16:00,USD,Unemployment Rate ,0.035,0.036,0.036,USD-Unemployment Rate,2023/04/06,1.09201,2023/04/09,1.09136,,15:00,1.0917030572891235,1.0914647579193115,17:00,1.0913456678390503
2023-04-12,16:00,USD,Core CPI (MoM) ,0.004,0.004,0.005,USD-Core CPI (MoM),2023/04/11,1.09175,2023/04/13,1.10546,1.09999,15:00,1.097935914993286,1.098780393600464,17:00,1.0999890565872192
2023-04-12,16:00,USD,CPI (YoY) ,0.05,0.052,0.06,USD-CPI (YoY),2023/04/11,1.09175,2023/04/13,1.10546,1.09999,15:00,1.097935914993286,1.098780393600464,17:00,1.0999890565872192
2023-04-12,16:00,USD,CPI (MoM) ,0.001,0.002,0.004,USD-CPI (MoM),2023/04/11,1.09175,2023/04/13,1.10546,1.09999,15:00,1.097935914993286,1.098780393600464,17:00,1.0999890565872192
2023-04-12,18:00,USD,Crude Oil Inventories,597000.0,-583000.0,-3739000.0,USD-Crude Oil Inventories,2023/04/11,1.09175,2023/04/13,1.10546,1.09999,17:00,1.0999890565872192,1.0997470617294312,19:00,1.0997470617294312
2023-04-12,20:30,USD,10-Year Note Auction,0.0346,,0.0399,USD-10-Year Note Auction,2023/04/11,1.09175,2023/04/13,1.10546,1.09999,20:00,1.0991426706314087,,21:00,1.0995051860809326
2023-04-12,21:30,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2023/04/11,1.09175,2023/04/13,1.10546,1.09999,21:00,1.0995051860809326,,22:00,1.0996261835098269
2023-04-13,9:30,EUR,German CPI (MoM) ,0.008,0.008,0.008,EUR-German CPI (MoM),2023/04/12,1.09999,2023/04/16,1.09866,1.10546,09:00,1.1020498275756836,,10:00,1.1027790307998655
2023-04-13,16:00,USD,Initial Jobless Claims,239000.0,232000.0,228000.0,USD-Initial Jobless Claims,2023/04/12,1.09999,2023/04/16,1.09866,1.10546,15:00,1.1049723625183103,1.105705499649048,17:00,1.1058276891708374
2023-04-13,16:00,USD,PPI (MoM) ,-0.005,0.001,0.0,USD-PPI (MoM),2023/04/12,1.09999,2023/04/16,1.09866,1.10546,15:00,1.1049723625183103,1.105705499649048,17:00,1.1058276891708374
2023-04-13,20:30,USD,30-Year Bond Auction,0.0366,,0.0388,USD-30-Year Bond Auction,2023/04/12,1.09999,2023/04/16,1.09866,1.10546,20:00,1.1049723625183103,,21:00,1.1049723625183103
2023-04-14,16:00,USD,Core Retail Sales (MoM) ,-0.008,-0.003,0.0,USD-Core Retail Sales (MoM),2023/04/13,1.10546,2023/04/16,1.09866,,15:00,1.1008366346359253,1.0982975959777832,17:00,1.098056435585022
2023-04-14,16:00,USD,Retail Sales (MoM) ,-0.01,-0.004,-0.002,USD-Retail Sales (MoM),2023/04/13,1.10546,2023/04/16,1.09866,,15:00,1.1008366346359253,1.0982975959777832,17:00,1.098056435585022
2023-04-19,12:30,EUR,CPI (YoY) ,0.069,0.069,0.085,EUR-CPI (YoY),2023/04/18,1.09754,2023/04/20,1.09709,1.09522,12:00,1.0934937000274658,,13:00,1.0952903032302856
2023-04-19,18:00,USD,Crude Oil Inventories,-4581000.0,-1088000.0,597000.0,USD-Crude Oil Inventories,2023/04/18,1.09754,2023/04/20,1.09709,1.09522,17:00,1.0968520641326904,1.0958904027938845,19:00,1.0955302715301514
2023-04-20,16:00,USD,Initial Jobless Claims,245000.0,240000.0,240000.0,USD-Initial Jobless Claims,2023/04/19,1.09522,2023/04/23,1.09923,1.09709,15:00,1.0981770753860474,1.0972130298614502,17:00,1.0970927476882937
2023-04-20,16:00,USD,Philadelphia Fed Manufacturing Index ,-31.3,-19.2,-23.2,USD-Philadelphia Fed Manufacturing Index,2023/04/19,1.09522,2023/04/23,1.09923,1.09709,15:00,1.0981770753860474,1.0972130298614502,17:00,1.0970927476882937
2023-04-20,17:30,USD,Existing Home Sales ,4440000.0,4500000.0,4550000.0,USD-Existing Home Sales,2023/04/19,1.09522,2023/04/23,1.09923,1.09709,17:00,1.0970927476882937,,18:00,1.0975743532180786
2023-04-21,17:15,USD,S&P Global US Manufacturing PMI ,50.4,49.0,49.2,USD-S&P Global US Manufacturing PMI,2023/04/20,1.09709,2023/04/23,1.09923,,17:00,1.098418354988098,,18:00,1.098418354988098
2023-04-21,17:15,USD,S&P Global Services PMI ,53.7,51.5,52.6,USD-S&P Global Services PMI,2023/04/20,1.09709,2023/04/23,1.09923,,17:00,1.098418354988098,,18:00,1.098418354988098
2023-04-25,17:30,USD,CB Consumer Confidence ,101.3,104.0,104.0,USD-CB Consumer Confidence,2023/04/24,1.10595,2023/04/26,1.10473,1.09784,17:00,1.0970927476882937,,18:00,1.0972130298614502
2023-04-25,17:30,USD,New Home Sales ,683000.0,630000.0,623000.0,USD-New Home Sales,2023/04/24,1.10595,2023/04/26,1.10473,1.09784,17:00,1.0970927476882937,,18:00,1.0972130298614502
2023-04-26,16:00,USD,Durable Goods Orders (MoM) ,0.032,0.007,-0.012,USD-Durable Goods Orders (MoM),2023/04/25,1.09784,2023/04/27,1.1032,1.10473,15:00,1.1047282218933103,1.1054610013961792,17:00,1.1042402982711792
2023-04-26,18:00,USD,Crude Oil Inventories,-5054000.0,-1486000.0,-4581000.0,USD-Crude Oil Inventories,2023/04/25,1.09784,2023/04/27,1.1032,1.10473,17:00,1.1042402982711792,1.103996515274048,19:00,1.1041183471679688
2023-04-27,16:00,USD,GDP (QoQ) (Q1),0.011,0.02,0.026,USD-GDP (QoQ),2023/04/26,1.10473,2023/04/30,1.10109,1.1032,15:00,1.1014429330825806,1.1018069982528689,17:00,1.1012003421783447
2023-04-27,16:00,USD,Initial Jobless Claims,230000.0,248000.0,246000.0,USD-Initial Jobless Claims,2023/04/26,1.10473,2023/04/30,1.10109,1.1032,15:00,1.1014429330825806,1.1018069982528689,17:00,1.1012003421783447
2023-04-28,11:30,EUR,German GDP (QoQ) (Q1),-0.001,0.003,0.008,EUR-German GDP (QoQ),2023/04/27,1.1032,2023/04/30,1.10109,,11:00,1.0989010334014893,,12:00,1.0975743532180786
2023-04-28,15:30,EUR,German CPI (MoM) ,0.004,0.006,0.008,EUR-German CPI (MoM),2023/04/27,1.1032,2023/04/30,1.10109,,15:00,1.1043622493743896,,16:00,1.1043622493743896
2023-04-28,16:00,USD,Core PCE Price Index (MoM) ,0.003,0.003,0.003,USD-Core PCE Price Index (MoM),2023/04/27,1.1032,2023/04/30,1.10109,,15:00,1.1043622493743896,1.1043622493743896,17:00,1.1033873558044434
2023-04-28,16:00,USD,Core PCE Price Index (YoY) ,0.046,0.045,0.047,USD-Core PCE Price Index (YoY),2023/04/27,1.1032,2023/04/30,1.10109,,15:00,1.1043622493743896,1.1043622493743896,17:00,1.1033873558044434
2023-04-28,17:15,USD,Chicago PMI ,48.6,43.5,43.8,USD-Chicago PMI,2023/04/27,1.1032,2023/04/30,1.10109,,17:00,1.1033873558044434,,18:00,1.102657437324524
2023-05-01,17:15,USD,S&P Global US Manufacturing PMI ,50.2,50.4,49.2,USD-S&P Global US Manufacturing PMI,2023/04/30,1.10109,2023/05/02,1.10109,1.09692,17:00,1.0970927476882937,,18:00,1.0974539518356323
2023-05-01,17:30,USD,ISM Manufacturing PMI ,47.1,46.8,46.3,USD-ISM Manufacturing PMI,2023/04/30,1.10109,2023/05/02,1.10109,1.09692,17:00,1.0970927476882937,,18:00,1.0974539518356323
2023-05-01,17:30,USD,ISM Manufacturing Prices ,53.2,49.0,49.2,USD-ISM Manufacturing Prices,2023/04/30,1.10109,2023/05/02,1.10109,1.09692,17:00,1.0970927476882937,,18:00,1.0974539518356323
2023-05-02,12:30,EUR,CPI (YoY) ,0.07,0.07,0.069,EUR-CPI (YoY),2023/05/01,1.09692,2023/05/03,1.10689,1.10109,12:00,1.0969723463058472,,13:00,1.0958904027938845
2023-05-02,17:30,USD,JOLTs Job Openings ,9590000.0,9775000.0,9974000.0,USD-JOLTs Job Openings,2023/05/01,1.09692,2023/05/03,1.10689,1.10109,17:00,1.100231051445007,,18:00,1.1001100540161133
2023-05-03,15:45,USD,ADP Nonfarm Employment Change ,296000.0,148000.0,142000.0,USD-ADP Nonfarm Employment Change,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,15:00,1.1055831909179688,,16:00,1.1050944328308103
2023-05-03,17:15,USD,S&P Global Services PMI ,53.6,53.7,52.6,USD-S&P Global Services PMI,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,17:00,1.1049723625183103,,18:00,1.1053388118743896
2023-05-03,17:30,USD,ISM Non-Manufacturing PMI ,51.9,51.8,51.2,USD-ISM Non-Manufacturing PMI,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,17:00,1.1049723625183103,,18:00,1.1053388118743896
2023-05-03,17:30,USD,ISM Non-Manufacturing Prices ,59.6,59.9,59.5,USD-ISM Non-Manufacturing Prices,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,17:00,1.1049723625183103,,18:00,1.1053388118743896
2023-05-03,18:00,USD,Crude Oil Inventories,-1280000.0,-1100000.0,-5054000.0,USD-Crude Oil Inventories,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,17:00,1.1049723625183103,1.1053388118743896,19:00,1.106439471244812
2023-05-03,21:30,USD,FOMC Statement,,,,USD-FOMC Statement,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,21:00,1.1065618991851809,,22:00,1.1066844463348389
2023-05-03,21:30,USD,Fed Interest Rate Decision,0.0525,0.0525,0.05,USD-Fed Interest Rate Decision,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,21:00,1.1065618991851809,,22:00,1.1066844463348389
2023-05-03,22:00,USD,FOMC Press Conference,,,,USD-FOMC Press Conference,2023/05/02,1.10109,2023/05/04,1.10229,1.10689,21:00,1.1065618991851809,1.1066844463348389,23:00,1.107174515724182
2023-05-04,15:45,EUR,Deposit Facility Rate ,0.0325,0.0325,0.03,EUR-Deposit Facility Rate,2023/05/03,1.10689,2023/05/07,1.10187,1.10229,15:00,1.1003520488739014,,16:00,1.101321578025818
2023-05-04,15:45,EUR,ECB Interest Rate Decision ,0.0375,0.0375,0.035,EUR-ECB Interest Rate Decision,2023/05/03,1.10689,2023/05/07,1.10187,1.10229,15:00,1.1003520488739014,,16:00,1.101321578025818
2023-05-04,16:00,USD,Initial Jobless Claims,242000.0,240000.0,229000.0,USD-Initial Jobless Claims,2023/05/03,1.10689,2023/05/07,1.10187,1.10229,15:00,1.1003520488739014,1.101321578025818,17:00,1.1029006242752075
2023-05-04,16:15,EUR,ECB Press Conference,,,,EUR-ECB Press Conference,2023/05/03,1.10689,2023/05/07,1.10187,1.10229,16:00,1.101321578025818,,17:00,1.1029006242752075
2023-05-05,16:00,USD,Average Hourly Earnings (MoM) ,0.005,0.003,0.003,USD-Average Hourly Earnings (MoM),2023/05/04,1.10229,2023/05/07,1.10187,,15:00,1.101078987121582,1.1027790307998655,17:00,1.1036310195922852
2023-05-05,16:00,USD,Nonfarm Payrolls ,253000.0,180000.0,165000.0,USD-Nonfarm Payrolls,2023/05/04,1.10229,2023/05/07,1.10187,,15:00,1.101078987121582,1.1027790307998655,17:00,1.1036310195922852
2023-05-05,16:00,USD,Unemployment Rate ,0.034,0.036,0.035,USD-Unemployment Rate,2023/05/04,1.10229,2023/05/07,1.10187,,15:00,1.101078987121582,1.1027790307998655,17:00,1.1036310195922852
2023-05-10,9:30,EUR,German CPI (MoM) ,0.004,0.004,0.008,EUR-German CPI (MoM),2023/05/09,1.09647,2023/05/11,1.09122,1.09841,09:00,1.0955302715301514,,10:00,1.0960105657577517
2023-05-10,16:00,USD,Core CPI (MoM) ,0.004,0.004,0.004,USD-Core CPI (MoM),2023/05/09,1.09647,2023/05/11,1.09122,1.09841,15:00,1.0974539518356323,1.0968520641326904,17:00,1.0973334312438965
2023-05-10,16:00,USD,CPI (MoM) ,0.004,0.004,0.001,USD-CPI (MoM),2023/05/09,1.09647,2023/05/11,1.09122,1.09841,15:00,1.0974539518356323,1.0968520641326904,17:00,1.0973334312438965
2023-05-10,16:00,USD,CPI (YoY) ,0.049,0.05,0.05,USD-CPI (YoY),2023/05/09,1.09647,2023/05/11,1.09122,1.09841,15:00,1.0974539518356323,1.0968520641326904,17:00,1.0973334312438965
2023-05-10,18:00,USD,Crude Oil Inventories,2951000.0,-917000.0,-1280000.0,USD-Crude Oil Inventories,2023/05/09,1.09647,2023/05/11,1.09122,1.09841,17:00,1.0973334312438965,1.0972130298614502,19:00,1.0982975959777832
2023-05-10,20:30,USD,10-Year Note Auction,0.0345,,0.0346,USD-10-Year Note Auction,2023/05/09,1.09647,2023/05/11,1.09122,1.09841,20:00,1.098538875579834,,21:00,1.098659634590149
2023-05-11,16:00,USD,Initial Jobless Claims,264000.0,245000.0,242000.0,USD-Initial Jobless Claims,2023/05/10,1.09841,2023/05/14,1.08527,1.09122,15:00,1.092060685157776,1.0918222665786743,17:00,1.093135118484497
2023-05-11,16:00,USD,PPI (MoM) ,0.002,0.003,-0.004,USD-PPI (MoM),2023/05/10,1.09841,2023/05/14,1.08527,1.09122,15:00,1.092060685157776,1.0918222665786743,17:00,1.093135118484497
2023-05-11,20:30,USD,30-Year Bond Auction,0.0374,,0.0366,USD-30-Year Bond Auction,2023/05/10,1.09841,2023/05/14,1.08527,1.09122,20:00,1.091941475868225,,21:00,1.091941475868225
2023-05-16,16:00,USD,Core Retail Sales (MoM) ,0.004,0.004,-0.005,USD-Core Retail Sales (MoM),2023/05/15,1.08737,2023/05/17,1.08384,1.08657,15:00,1.08695650100708,1.08672034740448,17:00,1.08695650100708
2023-05-16,16:00,USD,Retail Sales (MoM) ,0.004,0.008,-0.007,USD-Retail Sales (MoM),2023/05/15,1.08737,2023/05/17,1.08384,1.08657,15:00,1.08695650100708,1.08672034740448,17:00,1.08695650100708
2023-05-17,12:30,EUR,CPI (YoY) ,0.07,0.07,0.069,EUR-CPI (YoY),2023/05/16,1.08657,2023/05/18,1.07754,1.08384,12:00,1.0828369855880735,,13:00,1.082719802856445
2023-05-17,18:00,USD,Crude Oil Inventories,5040000.0,-920000.0,2951000.0,USD-Crude Oil Inventories,2023/05/16,1.08657,2023/05/18,1.07754,1.08384,17:00,1.084481120109558,1.0847163200378418,19:00,1.0840108394622805
2023-05-18,16:00,USD,Initial Jobless Claims,242000.0,254000.0,264000.0,USD-Initial Jobless Claims,2023/05/17,1.08384,2023/05/21,1.08228,1.07754,15:00,1.0772379636764526,1.077818512916565,17:00,1.0768898725509644
2023-05-18,16:00,USD,Philadelphia Fed Manufacturing Index ,-10.4,-19.8,-31.3,USD-Philadelphia Fed Manufacturing Index,2023/05/17,1.08384,2023/05/21,1.08228,1.07754,15:00,1.0772379636764526,1.077818512916565,17:00,1.0768898725509644
2023-05-18,17:30,USD,Existing Home Sales ,4280000.0,4300000.0,4430000.0,USD-Existing Home Sales,2023/05/17,1.08384,2023/05/21,1.08228,1.07754,17:00,1.0768898725509644,,18:00,1.0773539543151855
2023-05-19,18:30,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2023/05/18,1.07754,2023/05/21,1.08228,,18:00,1.0822510719299316,,19:00,1.08119797706604
2023-05-23,17:15,USD,S&P Global US Manufacturing PMI ,48.5,50.0,50.2,USD-S&P Global US Manufacturing PMI,2023/05/22,1.0811,2023/05/24,1.07573,1.07697,17:00,1.0771219730377195,,18:00,1.0780508518218994
2023-05-23,17:15,USD,S&P Global Services PMI ,55.1,52.6,53.6,USD-S&P Global Services PMI,2023/05/22,1.0811,2023/05/24,1.07573,1.07697,17:00,1.0771219730377195,,18:00,1.0780508518218994
2023-05-23,17:30,USD,New Home Sales ,683000.0,663000.0,656000.0,USD-New Home Sales,2023/05/22,1.0811,2023/05/24,1.07573,1.07697,17:00,1.0771219730377195,,18:00,1.0780508518218994
2023-05-23,20:00,USD,Fed Chair Powell Speaks,,,,USD-Fed Chair Powell Speaks,2023/05/22,1.0811,2023/05/24,1.07573,1.07697,19:00,1.077934741973877,1.0773539543151855,21:00,1.077470064163208
2023-05-24,18:00,USD,Crude Oil Inventories,-12456000.0,-920000.0,5040000.0,USD-Crude Oil Inventories,2023/05/23,1.07697,2023/05/25,1.07244,1.07573,17:00,1.0759629011154177,1.0758472681045532,19:00,1.075384497642517
2023-05-24,21:30,USD,FOMC Meeting Minutes,,,,USD-FOMC Meeting Minutes,2023/05/23,1.07697,2023/05/25,1.07244,1.07573,21:00,1.0752688646316528,,22:00,1.075384497642517
2023-05-25,9:30,EUR,German GDP (QoQ) (Q1),-0.003,-0.001,-0.004,EUR-German GDP (QoQ),2023/05/24,1.07573,2023/05/28,1.07231,1.07244,09:00,1.0726161003112793,,10:00,1.073422074317932
2023-05-25,16:00,USD,GDP (QoQ) (Q1),0.013,0.011,0.026,USD-GDP (QoQ),2023/05/24,1.07573,2023/05/28,1.07231,1.07244,15:00,1.0730764865875244,1.0727311372756958,17:00,1.0715816020965576
